"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Berliant, Taylor","SR-4","61.56m","202' 0""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","61.12m","200' 6""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","60.70m","199' 2""","Cal State LA Last Chance Qualifier","May 13, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","60.69m","199' 1""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","60.38m","198' 1""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","59.80m","196' 2""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","59.64m","195' 8""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","59.40m","194' 10""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","59.03m","193' 8""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","58.58m","192' 2""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","58.38m","191' 6""","Oxy Invitational","May 7, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","57.86m","189' 10""","Rossi Relays","Feb 26, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","57.16m","187' 6""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","57.11m","187' 4""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","56.75m","186' 2""","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","56.67m","185' 11""","Northridge Invitational","Mar 12, 2011","Stag","HT","2011","Outdoor"
"Berliant, Taylor","SR-4","56.22m","184' 5""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","HT","2011","Outdoor"
