"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Tave, Jennifer","SR","11:36.64","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","3000S","2010","Outdoor"
"Bhardwaj, Sheila","SR-4","12:35.08","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","3000S","2010","Outdoor"
"Crawford, Kate","FR-1","12:48.49","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","3000S","2010","Outdoor"
"Crawford, Kate","FR-1","12:51.12","SCIAC Championships","Apr 30, 2010","Athena","3000S","2010","Outdoor"
"Crawford, Kate","FR-1","12:55.00","SCIAC Quad Meet","Apr 17, 2010","Athena","3000S","2010","Outdoor"
"Crawford, Kate","FR-1","13:09.21","Occidental Distance Carnival","Mar 12, 2010","Athena","3000S","2010","Outdoor"
"Scott, Ashley","JR-3","14:19.44","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","3000S","2010","Outdoor"
