"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Guang, Bonny","SO-2","9.80m","32' 2""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","9.42m","30' 11""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","9.39m","30' 9.75""","Claremont Classic Multi","May 13, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","9.39m","30' 9.75""","SCIAC Championships","Apr 30, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","9.31m","30' 6.5""","Mt. SAC/CA Invite Combined Events","Apr 14, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","9.30m","30' 6.25""","SCIAC Quad Meet","Apr 17, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","9.16m","30' 0.75""","SCIAC Quad Meet","Apr 17, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","8.82m","28' 11.25""","CSUN Multi's","Mar 18, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","8.82m","28' 11.25""","Mt. SAC/CA Invite Combined Events","Apr 14, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","8.71m","28' 7""","SCIAC Championships","Apr 30, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","8.67m","28' 5.5""","Rossi Relays","Feb 27, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","8.26m","27' 1.25""","SCIAC Championships","Apr 30, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","8.25m","27' 1""","Spring Break Classic","Mar 20, 2010","Athena","SP","2010","Outdoor"
"Guang, Bonny","SO-2","8.23m","27' 0""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","8.22m","26' 11.75""","Mt. SAC/CA Invite Combined Events","Apr 14, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","8.06m","26' 5.5""","CSUN Multi's","Mar 18, 2010","Athena","SP","2010","Outdoor"
"Colton, Reny","SR","8.02m","26' 3.75""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Athena","SP","2010","Outdoor"
