"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sauvage, Laura","FR-1","4:45.49","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Zimmerling, Aubrey","SR","4:50.71","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","4:51.69","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Sauvage, Laura","FR-1","4:52.16","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","4:52.70","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Sauvage, Laura","FR-1","4:52.77","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","4:52.81","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","1500","2011","Outdoor"
"Tave, Jennifer","SR","4:53.19","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","4:55.16","Cal/Nevada Collegiate Championship","Mar 26, 2011","Athena","1500","2011","Outdoor"
"Wyatt, Laura","SR","4:56.32","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","1500","2011","Outdoor"
"Zimmerling, Aubrey","SR","4:56.62","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","4:58.79","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Tave, Jennifer","SR","4:59.41","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Barnwell, Allison","JR","5:00.14","Oxy Distance Carnival","Mar 11, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","5:00.98","Oxy Distance Carnival","Mar 11, 2011","Athena","1500","2011","Outdoor"
"Ramos, Adriana","FR-1","5:02.64","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","1500","2011","Outdoor"
"Zimmerling, Aubrey","SR","5:04.26","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","1500","2011","Outdoor"
"Baumgarten, Alisse","","5:08.75","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Baumgarten, Alisse","","5:09.47","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","1500","2011","Outdoor"
"Beem, Lisa","FR-1","5:09.80","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Eslinger, Adele","FR-1","5:10.43","Oxy Distance Carnival","Mar 11, 2011","Athena","1500","2011","Outdoor"
"Beem, Lisa","FR-1","5:11.62","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","1500","2011","Outdoor"
"Baumgarten, Alisse","","5:12.02","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Beem, Lisa","FR-1","5:12.95","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Beem, Lisa","FR-1","5:13.38","Oxy Distance Carnival","Mar 11, 2011","Athena","1500","2011","Outdoor"
"Hilles, Emery","JR-3","5:16.09","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","1500","2011","Outdoor"
"Hilles, Emery","JR-3","5:22.66","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Hilles, Emery","JR-3","5:23.17","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
"Eslinger, Adele","FR-1","5:32.67","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","1500","2011","Outdoor"
"Eslinger, Adele","FR-1","5:34.91","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","1500","2011","Outdoor"
