"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Brown, Lillian","SR-4","58.54","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","59.55","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","400","2011","Outdoor"
"Colton, Reny","SR","59.77","Oxy Invitational","May 7, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","59.77","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","59.82","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","1:00.90","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","400","2011","Outdoor"
"Grime, Riley","SR-4","1:01.19","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","400","2011","Outdoor"
"Lewis, Rose","","1:01.34","Northridge Invitational","Mar 12, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","1:01.75","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","400","2011","Outdoor"
"Brown, Lillian","SR-4","1:01.84","UC-Irvine Spring Break Invite","Mar 19, 2011","Athena","400","2011","Outdoor"
"O'Keefe, Meg","","1:02.60","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","400","2011","Outdoor"
"Appleton, Nicole","FR-1","1:04.29","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","400","2011","Outdoor"
"Appleton, Nicole","FR-1","1:04.48","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","400","2011","Outdoor"
"Warren, Olivia","FR-1","1:04.61","Northridge Invitational","Mar 12, 2011","Athena","400","2011","Outdoor"
"Gao, Eva","FR-1","1:05.18","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","400","2011","Outdoor"
"Appleton, Nicole","FR-1","1:05.53","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","400","2011","Outdoor"
"Appleton, Nicole","FR-1","1:05.58","UC-Irvine Spring Break Invite","Mar 19, 2011","Athena","400","2011","Outdoor"
"Garton, Kelly","JR-3","1:06.20","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","400","2011","Outdoor"
