"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Anderson, Joey","SO-2","13.03m","42' 9""","SCIAC Quad Meet","Apr 17, 2010",1.2,"Stag","TJ","2010","Outdoor"
"Anderson, Joey","SO-2","12.75m","41' 10""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",1.8,"Stag","TJ","2010","Outdoor"
"Anderson, Joey","SO-2","12.64m","41' 5.75""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",0.2,"Stag","TJ","2010","Outdoor"
