"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Streshinsky, Matt","SR-4","4.57m","15' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.57m","15' 0""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.55m","14' 11""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.55m","14' 11""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.50m","14' 9""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.50m","14' 9""","Cal State LA Tommy Tiny Lister Classic","Apr 22, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.42m","14' 6""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.42m","14' 6""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.41m","14' 5.5""","Rossi Relays","Feb 26, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.40m","14' 5.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.40m","14' 5.25""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.40m","14' 5.25""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.40m","14' 5.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.35m","14' 3.25""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.35m","14' 3.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.35m","14' 3.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.30m","14' 1.25""","Cal State LA Tommy Tiny Lister Classic","Apr 22, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.27m","14' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.27m","14' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.27m","14' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.27m","14' 0""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.27m","14' 0""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.26m","13' 11.75""","Rossi Relays","Feb 26, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.25m","13' 11.25""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.25m","13' 11.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.25m","13' 11.25""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","PV","2011","Outdoor"
"Streshinsky, Matt","SR-4","4.25m","13' 11.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.20m","13' 9.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.11m","13' 5.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.11m","13' 5.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Kalish, Alex","","4.10m","13' 5.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.10m","13' 5.25""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.05m","13' 3.5""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","4.05m","13' 3.5""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","3.95m","12' 11.5""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","3.95m","12' 11.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","3.90m","12' 9.5""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","3.81m","12' 6""","Rossi Relays","Feb 26, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.80m","12' 5.5""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.66m","12' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.65m","11' 11.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Falk, Nathan","","3.60m","11' 9.75""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.50m","11' 5.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.50m","11' 5.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.45m","11' 3.75""","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","PV","2011","Outdoor"
"Shaw, Blake","SR-4","3.35m","10' 11.75""","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","PV","2011","Outdoor"
