"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Sekyi-Appiah, Kofi","FR-1",22.26,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.1,"Stag","200","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",22.28,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.4,"Stag","200","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",22.42,"SCIAC Multi Dual","Mar 7, 2015",1.2,"Stag","200","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",22.46,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Stag","200","2015","Outdoor"
"Wong, Matt","SO-2",22.7,"Westmont Collegiate Classic","Mar 21, 2015",-0.4,"Stag","200","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",22.7,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.2,"Stag","200","2015","Outdoor"
"Dewald, John","SO-2",23.13,"SCIAC Multi Dual","Mar 7, 2015",0.9,"Stag","200","2015","Outdoor"
"Sekyi-Appiah, Kofi","FR-1",23.15,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",-1.5,"Stag","200","2015","Outdoor"
"Dewald, John","SO-2",23.27,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Stag","200","2015","Outdoor"
"Dewald, John","SO-2",23.52,"Westmont Collegiate Classic","Mar 21, 2015",-0.4,"Stag","200","2015","Outdoor"
"Catolico, Davis","FR-1",23.54,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.5,"Stag","200","2015","Outdoor"
"Mahre, Sean","FR-1",23.71,"SCIAC Multi Dual","Mar 7, 2015",0.9,"Stag","200","2015","Outdoor"
"Mahre, Sean","FR-1",23.77,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",0.8,"Stag","200","2015","Outdoor"
"Dewald, John","SO-2",23.85,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",0,"Stag","200","2015","Outdoor"
"Catolico, Davis","FR-1",23.89,"Westmont Collegiate Classic","Mar 21, 2015",0.7,"Stag","200","2015","Outdoor"
"Mahre, Sean","FR-1",24.07,"2015 SCIAC Track & Field Championships","May 1, 2015",1.3,"Stag","200","2015","Outdoor"
"Mahre, Sean","FR-1",24.4,"Westmont Collegiate Classic","Mar 21, 2015",0.7,"Stag","200","2015","Outdoor"
"Hernandez-Rodriguez, Victor","FR-1",26.58,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",1.2,"Stag","200","2015","Outdoor"
