"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Colton, Reny","SR-4",12.5,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.7,"Athena","100","2013","Outdoor"
"Colton, Reny","SR-4",12.73,"SCIAC Quad Meet","Apr 6, 2013",0.1,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",12.75,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.8,"Athena","100","2013","Outdoor"
"Colton, Reny","SR-4",12.86,"2013 SCIAC Track & Field Championships","Apr 26, 2013",-0.1,"Athena","100","2013","Outdoor"
"Knaub, Madi","SO-2",12.91,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",12.91,"SCIAC Quad Meet","Apr 6, 2013",0.1,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",12.92,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.8,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",13.12,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.7,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",13.15,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.6,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.18,"SCIAC Quad Meet","Apr 6, 2013",1.2,"Athena","100","2013","Outdoor"
"Knaub, Madi","SO-2",13.22,"SCIAC Quad Meet","Apr 6, 2013",0.1,"Athena","100","2013","Outdoor"
"Arnett, Alexandra","FR-1",13.24,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.8,"Athena","100","2013","Outdoor"
"Knaub, Madi","SO-2",13.24,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.7,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.28,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.3,"Athena","100","2013","Outdoor"
"Knaub, Madi","SO-2",13.28,"Rossi Relays","Feb 23, 2013",1.8,"Athena","100","2013","Outdoor"
"Knaub, Madi","SO-2",13.37,"Cal Tech SCIAC 3-Way","Mar 2, 2013",-0.6,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.37,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.3,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.41,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.7,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",13.44,"UCSD Opening Triangular","Feb 16, 2013",0.8,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.51,"Rossi Relays","Feb 23, 2013",2,"Athena","100","2013","Outdoor"
"Cousins, Heather","FR-1",13.53,"35th SDSU Aztec Invitational","Mar 14, 2013",-1.9,"Athena","100","2013","Outdoor"
"Arnett, Alexandra","FR-1",13.56,"Rossi Relays","Feb 23, 2013",2,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.57,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.2,"Athena","100","2013","Outdoor"
"Sonnett, Alexandra","SO-2",13.89,"UCSD Opening Triangular","Feb 16, 2013",1.8,"Athena","100","2013","Outdoor"
"Arnett, Alexandra","FR-1",13.95,"35th SDSU Aztec Invitational","Mar 14, 2013",-2.9,"Athena","100","2013","Outdoor"
"Zouai, Manon","SR-4",14.38,"Rossi Relays","Feb 23, 2013",1.6,"Athena","100","2013","Outdoor"
