"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Anderson, Joey","SR-4",14.98,"Oxy Invitational Colleges","May 5, 2012",0.2,"Stag","110H","2012","Outdoor"
"Anderson, Joey","SR-4",15.09,"2012 Cal-Nevada Championships","Mar 31, 2012",0.4,"Stag","110H","2012","Outdoor"
"Anderson, Joey","SR-4",15.12,"SCIAC 5 Way Meet Calu","Mar 24, 2012",0.9,"Stag","110H","2012","Outdoor"
"Anderson, Joey","SR-4",15.2,"2012 Cal-Nevada Championships","Mar 31, 2012",0.7,"Stag","110H","2012","Outdoor"
"Anderson, Joey","SR-4",15.21,"SCIAC Quad Meet 3","Apr 7, 2012",0.3,"Stag","110H","2012","Outdoor"
"Anderson, Joey","SR-4",15.56,"2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",0.3,"Stag","110H","2012","Outdoor"
"Redman, Chad","",16.12,"2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",1,"Stag","110H","2012","Outdoor"
"Redman, Chad","",16.32,"Rossi Relays","Feb 25, 2012",0,"Stag","110H","2012","Outdoor"
"Redman, Chad","",16.99,"SDSU Aztec Track & Field Invitational","Mar 15, 2012",0.6,"Stag","110H","2012","Outdoor"
"Redman, Chad","",17.24,"SCIAC 5 Way Meet Calu","Mar 24, 2012",0.9,"Stag","110H","2012","Outdoor"
"Redman, Chad","",17.25,"SCIAC Quad Meet 3","Apr 7, 2012",0.3,"Stag","110H","2012","Outdoor"
"Redman, Chad","",23.58,"UCSD - CPP - CMS Triangular","Feb 18, 2012",-2.3,"Stag","110H","2012","Outdoor"
