"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Catolico, Davis","SO-2","13.26m","43' 6""","2016 Pomona-Pitzer Collegiate All Comers","Feb 20, 2016",0.3,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.20m","43' 3.75""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.1,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.12m","43' 0.5""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.5,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.09m","42' 11.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.8,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.06m","42' 10.25""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0.2,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.05m","42' 9.75""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.1,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.01m","42' 8.25""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",1.1,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","12.98m","42' 7""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","12.97m","42' 6.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.1,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","12.85m","42' 2""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","12.82m","42' 0.75""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.3,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","12.68m","41' 7.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",0.1,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","12.57m","41' 3""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.4,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","12.48m","40' 11.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.2,"Stag","TJ","2016","Outdoor"
