"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Van, Cam","JR-3","14.53m","47' 8""","SCIAC Track & Field Championships","Apr 29, 2016",0.3,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","14.38m","47' 2.25""","Redlands Final Qualifying Meet","May 18, 2016",1.1,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","14.27m","46' 10""","SCIAC Multi-Dual #3","Apr 16, 2016",1,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","14.18m","46' 6.25""","Redlands Final Qualifying Meet","May 18, 2016",0.9,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.90m","45' 7.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.9,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.85m","45' 5.25""","SCIAC Multi-Dual #3","Apr 16, 2016",1.8,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.74m","45' 1""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.5,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.74m","45' 1""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",1.6,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.72m","45' 0.25""","Redlands Final Qualifying Meet","May 18, 2016",1.8,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.72m","45' 0.25""","SCIAC Track & Field Championships","Apr 29, 2016",0.1,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.68m","44' 10.75""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",2,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.59m","44' 7""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.4,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.59m","44' 7""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.3,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.54m","44' 5.25""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.4,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.52m","44' 4.25""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.45m","44' 1.5""","SCIAC Track & Field Championships","Apr 29, 2016",-0.6,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.41m","44' 0""","SCIAC Track & Field Championships","Apr 29, 2016",-0.4,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.39m","43' 11.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.7,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.39m","43' 11.25""","SCIAC Track & Field Championships","Apr 29, 2016",-0.7,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.38m","43' 10.75""","SCIAC Track & Field Championships","Apr 29, 2016",0.6,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.37m","43' 10.5""","SCIAC Track & Field Championships","Apr 29, 2016",1.6,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.36m","43' 10""","SCIAC Track & Field Championships","Apr 29, 2016",0.3,"Stag","TJ","2016","Outdoor"
"Catolico, Davis","SO-2","13.31m","43' 8""","2016 Oxy Invitational (College/University)","May 7, 2016",0,"Stag","TJ","2016","Outdoor"
"Van, Cam","JR-3","13.28m","43' 7""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",1.4,"Stag","TJ","2016","Outdoor"
