"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Tarleton, Hanna","FR-1",25.59,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.5,"Athena","200","2014","Outdoor"
"Tarleton, Hanna","FR-1",25.81,"2014 SCIAC T&F Championships","May 3, 2014",0.2,"Athena","200","2014","Outdoor"
"Tarleton, Hanna","FR-1",26.04,"2014 SCIAC T&F Championships","May 3, 2014",-0.7,"Athena","200","2014","Outdoor"
"Knaub, Madi","JR-3",26.42,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","200","2014","Outdoor"
"Knaub, Madi","JR-3",26.56,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1,"Athena","200","2014","Outdoor"
"Knaub, Madi","JR-3",26.67,"2014 SCIAC Quad Meet","Mar 29, 2014",0.5,"Athena","200","2014","Outdoor"
"Miller, Cora","JR-3",27.07,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",0.5,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",27.14,"2014 SCIAC T&F Championships","May 3, 2014",0.8,"Athena","200","2014","Outdoor"
"Eaton, Ellie","FR-1",27.29,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",27.66,"2014 SCIAC Quad Meet","Mar 29, 2014",0.5,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",27.72,"2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014",0.3,"Athena","200","2014","Outdoor"
"Lee, Liz","FR-1",28.09,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",0.3,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",28.4,"UNLV Randall Cunningham Initational","Mar 21, 2014",0,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",28.46,"Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014",1.3,"Athena","200","2014","Outdoor"
"Ingram, Amy","FR-1",28.51,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",0.5,"Athena","200","2014","Outdoor"
"Monahan, Stephanie","FR-1",30.29,"2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014",0.5,"Athena","200","2014","Outdoor"
