"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Macdonald, Jeff","",21.98,"SCIAC Championships","Apr 30, 2010",0.1,"Stag","200","2010","Outdoor"
"Macdonald, Jeff","",22,"SCIAC Championships","Apr 30, 2010",0.8,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.12,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.26,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.2,"Stag","200","2010","Outdoor"
"Macdonald, Jeff","",22.34,"SCIAC Quad Meet","Apr 17, 2010",0,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.44,"Cal/Nevada Collegiate Championship","Mar 27, 2010",0.9,"Stag","200","2010","Outdoor"
"Macdonald, Jeff","",22.47,"Oxy Invitational","May 8, 2010",0.5,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.57,"4 Way Scoring Meet","Feb 20, 2010",1.8,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.57,"SCIAC Championships","Apr 30, 2010",1.6,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",22.81,"SCIAC Quad Meet","Apr 17, 2010",0,"Stag","200","2010","Outdoor"
"Hubbard, Jon","SR-4",22.93,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",1.3,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23,"SCIAC Quad Meet","Apr 17, 2010",0.6,"Stag","200","2010","Outdoor"
"Macdonald, Jeff","",23.07,"4 Way Scoring Meet","Feb 20, 2010",1.8,"Stag","200","2010","Outdoor"
"Macdonald, Jeff","",23.15,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.2,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23.16,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23.2,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",1.3,"Stag","200","2010","Outdoor"
"Weyerhaeuser, Jake","",23.39,"SCIAC Championships","Apr 30, 2010",1.7,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23.42,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.7,"Stag","200","2010","Outdoor"
"Weyerhaeuser, Jake","",23.47,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",1.5,"Stag","200","2010","Outdoor"
"Weyerhaeuser, Jake","",23.51,"SCIAC Quad Meet","Apr 17, 2010",0.6,"Stag","200","2010","Outdoor"
"Davis, Ari","",23.55,"SCIAC Quad Meet","Apr 17, 2010",1,"Stag","200","2010","Outdoor"
"Weyerhaeuser, Jake","",23.59,"4 Way Scoring Meet","Feb 20, 2010",1,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23.62,"Spring Break Classic","Mar 20, 2010",0.6,"Stag","200","2010","Outdoor"
"Weyerhaeuser, Jake","",23.7,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",0.1,"Stag","200","2010","Outdoor"
"Grossman, Skyler","FR-1",23.78,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",1.5,"Stag","200","2010","Outdoor"
"Hansen, Kyle","",23.98,"4 Way Scoring Meet","Feb 20, 2010",1,"Stag","200","2010","Outdoor"
"Carroll, Michael","SO-2",24.15,"SCIAC Championships","Apr 30, 2010",0.8,"Stag","200","2010","Outdoor"
"Grossman, Skyler","FR-1",24.52,"4 Way Scoring Meet","Feb 20, 2010",1,"Stag","200","2010","Outdoor"
"Boone, Ryan","FR-1",25.43,"4 Way Scoring Meet","Feb 20, 2010",1,"Stag","200","2010","Outdoor"
