"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Nguyen, Monique","SO-2","1.67m","5' 5.75""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.62m","5' 3.75""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.62m","5' 3.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.60m","5' 3""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.58m","5' 2.25""","Oxy-Lu Last Chance Qualifier","May 12, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.58m","5' 2.25""","Oxy Invitational","May 4, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.57m","5' 1.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.57m","5' 1.75""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.57m","5' 1.75""","Rossi Relays","Feb 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.57m","5' 1.75""","SCIAC Quad Meet","Apr 6, 2013","Athena","HJ","2013","Outdoor"
"Colton, Reny","SR-4","1.55m","5' 1""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.55m","5' 1""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.55m","5' 1""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.55m","5' 1""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.53m","5' 0.25""","Cal-Nevada Championships","Mar 29, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.53m","5' 0.25""","Oxy-Lu Last Chance Qualifier","May 12, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.53m","5' 0.25""","Oxy Invitational","May 4, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.52m","4' 11.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.52m","4' 11.75""","SCIAC Quad Meet","Apr 6, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.52m","4' 11.75""","Rossi Relays","Feb 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.52m","4' 11.75""","35th SDSU Aztec Invitational","Mar 14, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.50m","4' 11""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.50m","4' 11""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","HJ","2013","Outdoor"
"Colton, Reny","SR-4","1.50m","4' 11""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.48m","4' 10.25""","Oxy-Lu Last Chance Qualifier","May 12, 2013","Athena","HJ","2013","Outdoor"
"Nguyen, Monique","SO-2","1.47m","4' 9.75""","SCIAC Quad Meet","Apr 6, 2013","Athena","HJ","2013","Outdoor"
"Colton, Reny","SR-4","1.45m","4' 9""","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","HJ","2013","Outdoor"
"Colton, Reny","SR-4","1.45m","4' 9""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
"Colton, Reny","SR-4","1.40m","4' 7""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","HJ","2013","Outdoor"
