"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Doede, Aubrey","SR-4","1.63m","5' 4.25""","Oxy Invitational","May 7, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.62m","5' 3.75""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.60m","5' 3""","Northridge Invitational","Mar 12, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.60m","5' 3""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.60m","5' 3""","Cal State LA Last Chance Qualifier","May 13, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.59m","5' 2.5""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.58m","5' 2.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.58m","5' 2.25""","Oxy Invitational","May 7, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.57m","5' 1.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.57m","5' 1.75""","Rossi Relays","Feb 26, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.57m","5' 1.75""","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.57m","5' 1.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.57m","5' 1.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.56m","5' 1.25""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.55m","5' 1""","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.55m","5' 1""","Cal State LA Tommy Tiny Lister Classic","Apr 22, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.55m","5' 1""","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.55m","5' 1""","Northridge Invitational","Mar 12, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.55m","5' 1""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.53m","5' 0.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.53m","5' 0.25""","Oxy Invitational","May 7, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.53m","5' 0.25""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.52m","4' 11.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.52m","4' 11.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.52m","4' 11.75""","Rossi Relays","Feb 26, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.52m","4' 11.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.52m","4' 11.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.50m","4' 11""","Northridge Invitational","Mar 12, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.50m","4' 11""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.50m","4' 11""","Cal/Nevada Collegiate Championship","Mar 26, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.50m","4' 11""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.50m","4' 11""","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.48m","4' 10.25""","UC-Irvine Spring Break Invite","Mar 19, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.47m","4' 9.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.47m","4' 9.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.47m","4' 9.75""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Doede, Aubrey","SR-4","1.47m","4' 9.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.47m","4' 9.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.47m","4' 9.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.47m","4' 9.75""","Rossi Relays","Feb 26, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.45m","4' 9""","Northridge Invitational","Mar 12, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.45m","4' 9""","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.44m","4' 8.75""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Colton, Reny","SR","1.41m","4' 7.5""","Northridge Multi Events","Mar 17, 2011","Athena","HJ","2011","Outdoor"
"Bewsey, Hannah","FR-1","1.40m","4' 7""","Northridge Invitational","Mar 12, 2011","Athena","HJ","2011","Outdoor"
