"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Sams, Rosevelie","FR-1","36.45m","119' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","36.29m","119' 1""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","35.86m","117' 8""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","34.81m","114' 2""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","34.19m","112' 2""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","33.83m","111' 0""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","33.35m","109' 5""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","33.16m","108' 9""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","32.82m","107' 8""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","32.76m","107' 6""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.75m","107' 5""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.71m","107' 4""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.68m","107' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.22m","105' 8""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","32.20m","105' 8""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","32.05m","105' 2""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.91m","104' 8""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.82m","104' 5""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.74m","104' 2""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.70m","104' 0""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","31.63m","103' 9""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.58m","103' 7""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.54m","103' 6""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","31.51m","103' 4""","2019 Oxy Invitational","May 11, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.39m","103' 0""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.35m","102' 10""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","31.31m","102' 9""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.31m","102' 9""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","31.06m","101' 11""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.99m","101' 8""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.89m","101' 4""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.84m","101' 2""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.69m","100' 8""","2019 Oxy Invitational","May 11, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.63m","100' 6""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.33m","99' 6""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.21m","99' 1""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.21m","99' 1""","2019 Oxy Invitational","May 11, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.04m","98' 7""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","30.04m","98' 7""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.92m","98' 2""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.88m","98' 0""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","29.87m","98' 0""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","28.93m","94' 11""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","28.92m","94' 10""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","28.91m","94' 10""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","28.86m","94' 8""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","28.83m","94' 7""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","28.76m","94' 4""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","28.56m","93' 8""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","28.42m","93' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","28.27m","92' 9""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","28.06m","92' 1""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","27.69m","90' 10""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","27.60m","90' 7""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","27.59m","90' 6""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","27.35m","89' 9""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","27.29m","89' 6""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","27.16m","89' 1""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","27.15m","89' 1""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","26.82m","88' 0""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","26.25m","86' 1""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","26.17m","85' 10""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","26.15m","85' 9""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","26.02m","85' 4""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","25.93m","85' 1""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","25.90m","85' 0""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","25.78m","84' 7""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","25.36m","83' 2""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","24.77m","81' 3""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.76m","81' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Gallop, Amanda","JR-3","24.60m","80' 8""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.52m","80' 5""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.47m","80' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.36m","79' 11""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.26m","79' 7""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","24.15m","79' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.96m","78' 7""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.94m","78' 6""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.80m","78' 1""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.78m","78' 0""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.37m","76' 8""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.21m","76' 2""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.12m","75' 10""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","23.03m","75' 7""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","21.82m","71' 7""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Morelan, Marika","JR-3","21.41m","70' 3""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","21.06m","69' 1""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","19.18m","62' 11""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","19.11m","62' 8""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","19.00m","62' 4""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","18.93m","62' 1""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","18.86m","61' 10""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","18.75m","61' 6""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","18.40m","60' 4""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","18.40m","60' 4""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","18.30m","60' 0""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","18.01m","59' 1""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Sams, Rosevelie","FR-1","17.74m","58' 2""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","17.68m","58' 0""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","17.59m","57' 8""","Redlands Invitational","Mar 15, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","17.56m","57' 7""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","16.91m","55' 6""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Uwajeh, Sobechukwu","FR-1","16.51m","54' 2""","23rd Rossi Relays","Feb 23, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","16.39m","53' 9""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","15.92m","52' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","15.82m","51' 11""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","15.58m","51' 1""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","15.53m","50' 11""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","15.21m","49' 11""","Westmont Collegiate Classic with Jim Klein Combined Events","Mar 21, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","14.61m","47' 11""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","14.37m","47' 2""","SCIAC Dual Redlands","Mar 2, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","14.15m","46' 5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","14.05m","46' 1""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
"Wood, Georgia","SO-2","14.01m","45' 11""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","DT","2019","Outdoor"
