"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"DelVecchio, Caroline","JR-3",14.5,"SCIAC Track & Field Championships","Apr 30, 2022",1.9,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",14.61,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",1.3,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",14.63,"2022 Redlands Final Qualifier","May 18, 2022",1.5,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",14.83,"SCIAC Track & Field Championships","Apr 30, 2022",1.7,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",14.86,"Bryan Clay Invitational","Apr 13, 2022",1.3,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",14.98,"25th Rossi Relays","Feb 26, 2022",1,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",15,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",0.2,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",15,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-0.4,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",15.19,"NCAA Division III Outdoor Track & Field Championships","May 26, 2022",-2.9,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",15.24,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",0.8,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",15.59,"SCIAC #1 @ ULV","Mar 5, 2022",-1.8,"Athena","100H","2022","Outdoor"
"DelVecchio, Caroline","JR-3",16.1,"2022 Redlands Invitational (Collegiate)","Mar 18, 2022",2,"Athena","100H","2022","Outdoor"
