"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"McKillop, Bryn","SR-4","2:15.21","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","800","2018","Outdoor"
"Mann, Kyleigh","SR-4","2:16.55","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","800","2018","Outdoor"
"Mann, Kyleigh","SR-4","2:16.79","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Mann, Kyleigh","SR-4","2:19.65","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:20.44","40th Annual Aztec Open","Mar 23, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:20.70","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Mann, Kyleigh","SR-4","2:21.67","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:21.78","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:22.62","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:23.81","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Johnson, Abby","FR-1","2:24.41","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Cantu, Roselyn","SR-4","2:24.43","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:25.57","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:27.45","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:29.45","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:29.47","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:29.90","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","800","2018","Outdoor"
"Kimmerly, Gabriella","SO-2","2:30.03","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Murphy, Sami","FR-1","2:30.35","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:31.55","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","800","2018","Outdoor"
"Snell, Katie","SO-2","2:32.06","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","800","2018","Outdoor"
"Versen, Theresa","FR-1","2:32.79","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Fleming, Laura","SO-2","2:33.61","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","800","2018","Outdoor"
"Marsh, Natalie","JR-3","2:33.85","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Su, Emma","SR-4","2:34.78","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Mknelly, Bailey","FR-1","2:36.71","Claremont Classic","May 3, 2018","Athena","800","2018","Outdoor"
"Marsh, Deyana","FR-1","2:38.46","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","800","2018","Outdoor"
"Zepeda, Evelyn","SR-4","2:44.86","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","800","2018","Outdoor"
"Zepeda, Evelyn","SR-4","2:49.71","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","800","2018","Outdoor"
"Egerter, Aubrey","FR-1","2:54.09","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","800","2018","Outdoor"
"Zepeda, Evelyn","SR-4","2:55.27","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","800","2018","Outdoor"
"Zepeda, Evelyn","SR-4","2:56.47","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","800","2018","Outdoor"
