"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Erving, Ellyn","","5.46m","17' 11""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.44m","17' 10.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.3,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.30m","17' 4.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012",2,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.28m","17' 4""","SCIAC Quad Meet 3","Apr 7, 2012",0.3,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.28m","17' 4""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.26m","17' 3.25""","2012 Cal-Nevada Championships","Mar 31, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.17m","16' 11.5""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",1.4,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","5.12m","16' 9.75""","Rossi Relays","Feb 25, 2012",1.3,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.98m","16' 4.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","4.96m","16' 3.25""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",-1.1,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","4.95m","16' 3""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",-0.1,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","4.91m","16' 1.5""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.4,"Athena","LJ","2012","Outdoor"
"Erving, Ellyn","","4.84m","15' 10.5""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",0.7,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.81m","15' 9.5""","SCIAC 5 Way Meet Calu","Mar 24, 2012",0.3,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.75m","15' 7""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.5,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.74m","15' 6.75""","SCIAC Quad Meet 3","Apr 7, 2012",-0.5,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.66m","15' 3.5""","SCIAC Quad Meet 3","Apr 7, 2012",1.7,"Athena","LJ","2012","Outdoor"
"Nguyen, Monique","","4.65m","15' 3.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",0,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.65m","15' 3.25""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",0,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.62m","15' 2""","UCSD - CPP - CMS Triangular","Feb 18, 2012",0,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.62m","15' 2""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",0,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.58m","15' 0.5""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",0,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.55m","14' 11.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.6,"Athena","LJ","2012","Outdoor"
"Gaston, Calyx","","4.55m","14' 11.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.5,"Athena","LJ","2012","Outdoor"
"Zouai, Manon","","4.54m","14' 10.75""","SCIAC Quad Meet 3","Apr 7, 2012",1.2,"Athena","LJ","2012","Outdoor"
