"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"DelVecchio, Caroline","SR-4","1:00.39","NCAA Division III Outdoor Track & Field Championships","May 25, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:00.87","NCAA Division III Outdoor Track & Field Championships","May 25, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:01.41","Oxy Invitational","May 6, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:01.43","2023 Triton Invite (College/University)","Apr 7, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:01.45","2023 Redlands Final Qualifier","May 17, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:01.62","63rd Annual Mt. SAC Relays","Apr 12, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:01.94","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:02.33","Redlands Invitational (Collegiate)","Mar 17, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:02.51","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:03.37","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:03.43","2023 Redlands Final Qualifier","May 17, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:03.77","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"DelVecchio, Caroline","SR-4","1:04.12","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:04.33","Oxy Invitational","May 6, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:04.70","APU Franson Last Chance","May 12, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:05.59","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:05.69","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:06.10","2023 Triton Invite (College/University)","Apr 7, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:07.58","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:08.94","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:10.09","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:11.04","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:11.39","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:12.04","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:12.09","2023 Triton Invite (College/University)","Apr 7, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:12.26","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","400H","2023","Outdoor"
"Schleifer, Olivia","SO-2","1:14.05","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","400H","2023","Outdoor"
"Velichala, Shriya","FR-1","1:22.40","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","400H","2023","Outdoor"
