"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Kirsch, Carly","JR-3","35.86m","117' 8""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","35.34m","115' 11""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","34.97m","114' 9""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","33.52m","110' 0""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","33.33m","109' 4""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","33.26m","109' 1""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","33.25m","109' 1""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","33.09m","108' 7""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.99m","108' 3""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.98m","108' 2""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.62m","107' 0""","Redlands Invitational (Collegiate)","Mar 17, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.58m","106' 11""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","32.55m","106' 9""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.21m","105' 8""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","32.17m","105' 6""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","32.12m","105' 4""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","31.71m","104' 0""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","31.50m","103' 4""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","31.47m","103' 3""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","31.41m","103' 1""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","31.34m","102' 10""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","31.33m","102' 9""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","31.31m","102' 9""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","31.08m","102' 0""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.88m","101' 4""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.79m","101' 0""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Kirsch, Carly","JR-3","30.69m","100' 8""","Redlands Invitational (Collegiate)","Mar 17, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","30.63m","100' 6""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.53m","100' 2""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","30.53m","100' 2""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.43m","99' 10""","Redlands Invitational (Collegiate)","Mar 17, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.37m","99' 8""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.32m","99' 6""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","30.27m","99' 4""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.21m","99' 1""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","30.10m","98' 9""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","30.01m","98' 5""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","30.01m","98' 5""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","29.84m","97' 11""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","DT","2023","Outdoor"
"Yudess, Belen","SO-2","29.70m","97' 5""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","DT","2023","Outdoor"
"Mueller, Jordan","FR-1","29.65m","97' 3""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","DT","2023","Outdoor"
