"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Stanislaw, Lauren","SR-4","10:29.78","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Berkley, Ellen","SR-4","10:35.65","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Stanislaw, Lauren","SR-4","10:39.45","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Jones, Dulcie","FR-1","10:43.33","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Marsh, Natalie","JR-3","10:59.64","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Liles, Sophia","FR-1","11:02.00","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Bobrowsky, Meghan","FR-1","11:06.17","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Lambros, Alexandra","SO-2","11:06.86","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Lambros, Alexandra","SO-2","11:11.20","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Jones, Dulcie","FR-1","11:14.19","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"McVay, Jackie","FR-1","11:15.57","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Baker, Sam","FR-1","11:18.30","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Su, Emma","SR-4","11:19.59","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Versen, Theresa","FR-1","11:22.58","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"McVay, Jackie","FR-1","11:26.63","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Duck-Reynolds, Lynnlee","FR-1","11:30.12","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Versen, Theresa","FR-1","11:43.37","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Duck-Reynolds, Lynnlee","FR-1","11:43.86","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Halvorsen, Sarah","FR-1","11:44.06","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Baker, Sam","FR-1","11:47.69","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Torrey, Jessica","FR-1","11:51.58","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Crepeau, Natasha","FR-1","11:51.82","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
"Halvorsen, Sarah","FR-1","12:02.86","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Crepeau, Natasha","FR-1","12:13.45","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Torrey, Jessica","FR-1","12:19.80","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","3000","2018","Outdoor"
"Zepeda, Evelyn","SR-4","13:06.98","22nd Rossi Relays","Feb 24, 2018","Athena","3000","2018","Outdoor"
