"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Martin, Malea","SR-4","10:26.37","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Blevins, Morgan","SO-2","10:36.14","23rd Rossi Relays","Feb 23, 2019","Athena","3000","2019","Outdoor"
"Jones, Dulcie","SO-2","10:53.52","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Clarke, Emily","FR-1","10:56.38","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Button, Brooklyn","FR-1","10:59.18","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Jones, Dulcie","SO-2","11:01.44","Redlands Invitational","Mar 15, 2019","Athena","3000","2019","Outdoor"
"Lambros, Alexandra","JR-3","11:02.46","23rd Rossi Relays","Feb 23, 2019","Athena","3000","2019","Outdoor"
"Lambros, Alexandra","JR-3","11:11.42","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Baker, Sam","SO-2","11:20.83","23rd Rossi Relays","Feb 23, 2019","Athena","3000","2019","Outdoor"
"Baker, Sam","SO-2","11:22.21","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","3000","2019","Outdoor"
"Crepeau, Natasha","SO-2","11:35.92","23rd Rossi Relays","Feb 23, 2019","Athena","3000","2019","Outdoor"
"Halvorsen, Sarah","SO-2","11:41.74","23rd Rossi Relays","Feb 23, 2019","Athena","3000","2019","Outdoor"
