"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Gallop, Amanda","SR-4","37.77m","123' 11""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","35.65m","116' 11""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","35.14m","115' 3""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","34.72m","113' 11""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","34.06m","111' 9""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","32.09m","105' 3""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","32.08m","105' 3""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Gallop, Amanda","SR-4","31.50m","103' 4""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","31.26m","102' 7""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","30.18m","99' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","29.85m","97' 11""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","28.40m","93' 2""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","28.30m","92' 10""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","28.15m","92' 4""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","26.44m","86' 9""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","26.27m","86' 2""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","25.01m","82' 1""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","23.86m","78' 3""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","23.62m","77' 6""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","23.47m","77' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Grossman, Sophie","FR-1","23.42m","76' 10""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","23.35m","76' 7""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","23.35m","76' 7""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","23.23m","76' 2""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Brown , Kalah","FR-1","22.79m","74' 9""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","22.75m","74' 8""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","22.65m","74' 4""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","21.63m","70' 11""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","21.29m","69' 10""","Rossi Relays","Feb 22, 2020","Athena","DT","2020","Outdoor"
"Wood, Georgia","JR-3","21.29m","69' 10""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","DT","2020","Outdoor"
