"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","FR-1",11.93,"2015 SCIAC Track & Field Championships","May 1, 2015",1,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.22,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.22,"2015 SCIAC Track & Field Championships","May 1, 2015",1.4,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.24,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",0.4,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.29,"Bryan Clay Invitational","Apr 17, 2015",0.3,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.31,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",0.2,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.38,"2015 SCIAC Track & Field Championships","May 1, 2015",1,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.4,"SCIAC Multi Dual","Mar 7, 2015",0,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.41,"Rossi Relays","Feb 28, 2015",1.2,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.47,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.1,"Athena","100","2015","Outdoor"
"Abraham, Tyra","FR-1",12.47,"NCAA Division III Outdoor Track & Field Championships","May 21, 2015",-1.2,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.49,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",0.2,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.51,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",1.4,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.63,"2015 Triton Invitational","Apr 24, 2015",0.7,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.63,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Athena","100","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",12.73,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",0.2,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.73,"SCIAC Multi Dual","Mar 7, 2015",0,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",12.85,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",1.1,"Athena","100","2015","Outdoor"
"Knaub, Madi","SR-4",13.06,"Westmont Collegiate Classic","Mar 21, 2015",1.1,"Athena","100","2015","Outdoor"
"Monahan, Stephanie","SO-2",13.45,"SCIAC Multi Dual","Mar 7, 2015",0,"Athena","100","2015","Outdoor"
"Monahan, Stephanie","SO-2",13.55,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",0.7,"Athena","100","2015","Outdoor"
"Monahan, Stephanie","SO-2",13.74,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",-0.4,"Athena","100","2015","Outdoor"
"Monahan, Stephanie","SO-2",13.79,"Westmont Collegiate Classic","Mar 21, 2015",1.1,"Athena","100","2015","Outdoor"
