"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Joshua","JR-3","14:23.22","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Loustalet, Zorg","SR-4","14:42.75","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Sealand, Joshua","JR-3","14:44.17","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Lund, Kyle","JR-3","14:52.65","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Loustalet, Zorg","SR-4","14:57.60","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Wilson, Jack","SR-4","15:08.25","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Lund, Kyle","JR-3","15:09.36","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Wilson, Jack","SR-4","15:11.02","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Joseph, Jesse","JR-3","15:13.11","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Ryan, Garrett","JR-3","15:13.78","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Anderson, Danyon","SO-2","15:14.80","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Wilson, Jack","SR-4","15:14.84","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Sealand, Joshua","JR-3","15:19.58","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Stag","5000","2016","Outdoor"
"Joseph, Jesse","JR-3","15:20.61","SCIAC Multi-Dual #3","Apr 16, 2016","Stag","5000","2016","Outdoor"
"Lund, Kyle","JR-3","15:20.77","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Wilson, Jack","SR-4","15:28.72","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Banks, Nico","JR-3","15:28.77","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Banks, Nico","JR-3","15:30.11","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Owlett, Bob","SR-4","15:31.81","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Suver, Kyle","SO-2","15:32.47","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Barraugh, Collin","SO-2","15:33.55","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Barraugh, Collin","SO-2","15:35.39","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Robison, Jacob","FR-1","15:35.51","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Robison, Jacob","FR-1","15:41.30","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Owlett, Bob","SR-4","15:45.47","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Schulze, Adam","FR-1","15:45.76","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Loustalet, Zorg","SR-4","15:45.76","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Anderson, Danyon","SO-2","15:48.77","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Schulze, Adam","FR-1","15:49.35","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Huang, Kevin","SO-2","15:50.70","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Harris, Charlie","FR-1","15:51.48","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Mulligan, Matt","JR-3","15:52.90","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Higle-Ralbovsky, Jacob","SR-4","15:58.30","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Iten, Ben","FR-1","16:04.58","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Schulze, Adam","FR-1","16:04.82","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Higle-Ralbovsky, Jacob","SR-4","16:07.17","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Harris, Charlie","FR-1","16:08.53","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Mulligan, Matt","JR-3","16:21.92","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Higle-Ralbovsky, Jacob","SR-4","16:36.07","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Psaltakis, Matt","FR-1","16:37.22","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
"Psaltakis, Matt","FR-1","16:44.17","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","5000","2016","Outdoor"
"Higle-Ralbovsky, Jacob","SR-4","16:47.48","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Mulligan, Matt","JR-3","16:51.22","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Psaltakis, Matt","FR-1","17:00.00","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Stag","5000","2016","Outdoor"
"Psaltakis, Matt","FR-1","17:08.12","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","5000","2016","Outdoor"
"Psaltakis, Matt","FR-1","17:15.45","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","5000","2016","Outdoor"
"Huerta, Matt","FR-1","18:16.99","SCIAC Track & Field Championships","Apr 29, 2016","Stag","5000","2016","Outdoor"
