"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"DelVecchio, Caroline","JR-3","1:00.65","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:01.02","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:01.21","Bryan Clay Invitational","Apr 13, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:01.42","College/University 2022 Oxy Invitational","May 7, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:01.71","2022 Redlands Final Qualifier","May 18, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:02.32","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:02.69","SCIAC Track & Field Championships","Apr 30, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:02.92","Westmont Collegiate Classic","Mar 26, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:04.10","SCIAC Track & Field Championships","Apr 30, 2022","Athena","400H","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1:04.84","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","400H","2022","Outdoor"
