"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Dinolov, Georgi","SR-4","3:50.98","Oxy Invitational","May 7, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","3:55.02","Oxy Invitational","May 7, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","3:56.42","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","3:57.01","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","3:57.44","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","3:57.87","Oxy Distance Carnival","Mar 11, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","3:58.17","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Brown, Kris","SR-4","3:58.19","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","3:58.85","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","1500","2011","Outdoor"
"Chasan, Quinn","SR","3:59.29","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","3:59.34","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","3:59.55","Oxy Distance Carnival","Mar 11, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","3:59.68","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","3:59.75","Oxy Distance Carnival","Mar 11, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","4:00.44","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","1500","2011","Outdoor"
"Brown, Kris","SR-4","4:00.56","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","4:01.63","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","1500","2011","Outdoor"
"Chasan, Quinn","SR","4:01.73","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","4:01.79","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","4:01.98","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","4:02.32","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","4:02.46","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","4:02.69","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","1500","2011","Outdoor"
"Chasan, Quinn","SR","4:06.30","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","1500","2011","Outdoor"
"Doran, Zach","SO-2","4:08.32","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Dinolov, Georgi","SR-4","4:10.07","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Ayers, Dillon","SR-4","4:10.26","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Brown, Kris","SR-4","4:10.44","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","1500","2011","Outdoor"
"Chasan, Quinn","SR","4:10.74","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"Baffi, Tim","SR","4:11.71","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","1500","2011","Outdoor"
"Kopczynski, Brian","SR-4","4:21.63","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","1500","2011","Outdoor"
"Cummins, Matt","SR-4","4:21.81","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","1500","2011","Outdoor"
"Cummins, Matt","SR-4","4:22.67","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","1500","2011","Outdoor"
"Ogilvie, Scott","JR-3","4:25.98","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","1500","2011","Outdoor"
"Evans, Dan","JR-3","4:32.68","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","1500","2011","Outdoor"
"O'Neill, Kevin","SR","4:33.73","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","1500","2011","Outdoor"
"O'Neill, Kevin","SR","4:36.72","Oxy Distance Carnival","Mar 11, 2011","Stag","1500","2011","Outdoor"
"O'Neill, Kevin","SR","4:38.85","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","1500","2011","Outdoor"
