"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Naden, Bennett","SR-4","3:50.92","Occidental Distance Carnival","Mar 15, 2013","Stag","1500","2013","Outdoor"
"Naden, Bennett","SR-4","3:52.18","55th Mt. SAC Relays","Apr 18, 2013","Stag","1500","2013","Outdoor"
"Naden, Bennett","SR-4","3:52.28","Oxy Invitational","May 4, 2013","Stag","1500","2013","Outdoor"
"Molineux, Evan","FR-1","3:53.87","Oxy Invitational","May 4, 2013","Stag","1500","2013","Outdoor"
"Molineux, Evan","FR-1","3:55.47","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","1500","2013","Outdoor"
"Naden, Bennett","SR-4","3:55.51","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","1500","2013","Outdoor"
"Molineux, Evan","FR-1","3:56.65","Occidental Distance Carnival","Mar 15, 2013","Stag","1500","2013","Outdoor"
"Naden, Bennett","SR-4","3:57.91","Cal-Nevada Championships","Mar 29, 2013","Stag","1500","2013","Outdoor"
"Sutter, Brian","SR-4","3:58.56","Oxy-Lu Last Chance Qualifier","May 12, 2013","Stag","1500","2013","Outdoor"
"Molineux, Evan","FR-1","3:58.90","Cal-Nevada Championships","Mar 29, 2013","Stag","1500","2013","Outdoor"
"Chasan, Quinn","SR-4","3:59.29","Cal-Nevada Championships","Mar 29, 2013","Stag","1500","2013","Outdoor"
"Chasan, Quinn","SR-4","3:59.51","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","1500","2013","Outdoor"
"Chasan, Quinn","SR-4","3:59.91","Oxy Invitational","May 4, 2013","Stag","1500","2013","Outdoor"
"Sutter, Brian","SR-4","4:00.44","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","1500","2013","Outdoor"
"Chasan, Quinn","SR-4","4:00.52","2013 SCIAC Track & Field Championships","Apr 26, 2013","Stag","1500","2013","Outdoor"
"Jones, Justin","SO-2","4:00.65","UCSD Opening Triangular","Feb 16, 2013","Stag","1500","2013","Outdoor"
"Molineux, Evan","FR-1","4:01.39","Cal Tech SCIAC 3-Way","Mar 2, 2013","Stag","1500","2013","Outdoor"
"Jones, Justin","SO-2","4:01.46","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Stag","1500","2013","Outdoor"
"Chasan, Quinn","SR-4","4:02.49","Occidental Distance Carnival","Mar 15, 2013","Stag","1500","2013","Outdoor"
