"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Bloss, Meredith","SR-4","17:32.33","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Marsyla, Elle","FR-1","17:41.78","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Kimme, Anika","SR-4","17:52.07","APU Franson Last Chance","May 12, 2023","Athena","5000","2023","Outdoor"
"Kimme, Anika","SR-4","17:55.37","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","5000","2023","Outdoor"
"Kimme, Anika","SR-4","17:58.77","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Bloss, Meredith","SR-4","18:21.90","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","5000","2023","Outdoor"
"Kimme, Anika","SR-4","18:33.08","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","5000","2023","Outdoor"
"Jenne, Mallorie","SR-4","18:37.75","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","5000","2023","Outdoor"
"Wexler, Sara","FR-1","18:49.96","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Bloss, Meredith","SR-4","18:51.17","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","5000","2023","Outdoor"
"Ryan, Lily","JR-3","18:56.59","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Wexler, Sara","FR-1","19:03.24","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","5000","2023","Outdoor"
"McVay, Carson","SR-4","19:07.44","Oxy Invitational","May 6, 2023","Athena","5000","2023","Outdoor"
"Jenne, Mallorie","SR-4","19:15.41","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","5000","2023","Outdoor"
"McVay, Carson","SR-4","19:15.98","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Athena","5000","2023","Outdoor"
"Weaver, Hannah","JR-3","19:16.49","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","5000","2023","Outdoor"
"Wexler, Sara","FR-1","19:19.45","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","5000","2023","Outdoor"
"Ryan, Lily","JR-3","19:19.70","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","5000","2023","Outdoor"
"Ryan, Lily","JR-3","19:37.87","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","5000","2023","Outdoor"
"Kendrick, Emily","FR-1","20:57.56","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","5000","2023","Outdoor"
