"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Pittman, Ryan","SR-4","1.96m","6' 5""","Claremont Classic Multi","May 13, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.93m","6' 4""","CSUN Multi's","Mar 18, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.90m","6' 2.75""","Cal/Nevada Collegiate Championship","Mar 27, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.90m","6' 2.75""","SCIAC Quad Meet","Apr 17, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.88m","6' 2""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.88m","6' 2""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.86m","6' 1.25""","4 Way Scoring Meet","Feb 20, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.85m","6' 0.75""","SCIAC Quad Meet","Apr 17, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.85m","6' 0.75""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.83m","6' 0""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.83m","6' 0""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.80m","5' 10.75""","2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.78m","5' 10""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010","Stag","HJ","2010","Outdoor"
"Pittman, Ryan","SR-4","1.78m","5' 10""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.78m","5' 10""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
"Abernethy, David","SR-4","1.73m","5' 8""","SCIAC Championships","Apr 30, 2010","Stag","HJ","2010","Outdoor"
