"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Bethurem, Corbin","SR-4",10.8,"SCIAC Track & Field Conference Championships","Apr 27, 2019",2,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",10.85,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1.4,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",10.88,"SCIAC Track & Field Conference Championships","Apr 27, 2019",1,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",10.9,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.7,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",10.91,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.5,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",10.98,"SCIAC Multi-Dual #2","Mar 30, 2019",0.9,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.01,"SCIAC Track & Field Conference Championships","Apr 27, 2019",1,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",11.01,"41st Annual Aztec Open","Mar 21, 2019",1.8,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",11.1,"Redlands Invitational","Mar 15, 2019",-1.1,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.13,"Redlands Final Qualifying Meet","May 15, 2019",2,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.13,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.3,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",11.14,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.5,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.16,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.7,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.18,"SCIAC Track & Field Conference Championships","Apr 27, 2019",1.3,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.21,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.7,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.25,"SCIAC Multi-Dual #2","Mar 30, 2019",0.9,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.27,"23rd Rossi Relays","Feb 23, 2019",0.6,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.28,"SCIAC Track & Field Conference Championships","Apr 27, 2019",2,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.29,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.5,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.32,"SCIAC Multi-Dual #2","Mar 30, 2019",-0.4,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.32,"SCIAC Multi-Dual #2","Mar 30, 2019",0.9,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.34,"23rd Rossi Relays","Feb 23, 2019",1.5,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.35,"23rd Rossi Relays","Feb 23, 2019",1.5,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.36,"23rd Rossi Relays","Feb 23, 2019",1.6,"Stag","100","2019","Outdoor"
"Bethurem, Corbin","SR-4",11.39,"SCIAC Dual Redlands","Mar 2, 2019",-1.8,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.39,"41st Annual Aztec Open","Mar 21, 2019",1.5,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.42,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.7,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.45,"Redlands Invitational","Mar 15, 2019",-1.1,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.45,"41st Annual Aztec Open","Mar 21, 2019",1.4,"Stag","100","2019","Outdoor"
