"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Adolphe, Jacob","SO-2",11.45,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.4,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.46,"SCIAC Multi-Dual #2","Mar 30, 2019",-0.4,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.46,"2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.3,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.47,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.5,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.48,"SCIAC Multi-Dual #2","Mar 30, 2019",0.9,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.49,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.7,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.49,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.9,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.51,"SCIAC Track & Field Conference Championships","Apr 27, 2019",1.4,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.52,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.5,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.54,"Redlands Invitational","Mar 15, 2019",-0.4,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.54,"Redlands Invitational","Mar 15, 2019",-1.1,"Stag","100","2019","Outdoor"
"Guillory, Matthew","SR-4",11.57,"SCIAC Dual Redlands","Mar 2, 2019",-1.8,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.58,"41st Annual Aztec Open","Mar 21, 2019",1.4,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.58,"Redlands Invitational","Mar 15, 2019",-0.4,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.59,"SCIAC Dual Redlands","Mar 2, 2019",0.5,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.62,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.1,"Stag","100","2019","Outdoor"
"Sojico, Henry","SO-2",11.65,"SCIAC Dual Redlands","Mar 2, 2019",0.5,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.65,"Redlands Invitational","Mar 15, 2019",-1,"Stag","100","2019","Outdoor"
"Adolphe, Jacob","SO-2",11.66,"Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",0.4,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.66,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.9,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.67,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.5,"Stag","100","2019","Outdoor"
"Henderson, Carter","SO-2",11.78,"2019 Oxy Invitational","May 11, 2019",1.7,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",11.84,"41st Annual Aztec Open","Mar 21, 2019",1.4,"Stag","100","2019","Outdoor"
"Rainaldi, Ross","SO-2",12.06,"Claremont Classic Hep/Dec Multis Meet","May 8, 2019",1.7,"Stag","100","2019","Outdoor"
"Lim, Tse Yang","JR-3",12.08,"Redlands Invitational","Mar 15, 2019",-0.9,"Stag","100","2019","Outdoor"
"LaRovere, Christopher","FR-1",12.16,"SCIAC Dual Redlands","Mar 2, 2019",-1.8,"Stag","100","2019","Outdoor"
