"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","JR-3",24.36,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",1.4,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",24.8,"2017 SCIAC T&F Championships","Apr 28, 2017",-1.6,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",24.84,"NCAA Division III Outdoor Track & Field Championships","May 25, 2017",0.4,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",25.14,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0.3,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",25.3,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",1.6,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",25.34,"Sacramento State Hornet Invitational","Mar 17, 2017",-0.8,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",25.37,"39th Annual Aztec Invitational","Mar 24, 2017",-0.4,"Athena","200","2017","Outdoor"
"Abraham, Tyra","JR-3",25.48,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.4,"Athena","200","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",26.48,"2017 Oxy Invitational","May 6, 2017",1.6,"Athena","200","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",26.9,"Redlands Invite (Colleges)","Mar 17, 2017",0.8,"Athena","200","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",26.92,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",0,"Athena","200","2017","Outdoor"
"Mejia, Carmen","SR-4",27.59,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-1.7,"Athena","200","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",27.71,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","200","2017","Outdoor"
"Burk, Ieva","SO-2",27.77,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-1.7,"Athena","200","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",28.11,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.4,"Athena","200","2017","Outdoor"
"Ecola, Geneva","SO-2",29.22,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.4,"Athena","200","2017","Outdoor"
"Ecola, Geneva","SO-2",29.38,"Redlands Invite (Colleges)","Mar 17, 2017",1.1,"Athena","200","2017","Outdoor"
"McCarthy, Bridget","FR-1",29.57,"Redlands Invite (Colleges)","Mar 17, 2017",1.1,"Athena","200","2017","Outdoor"
"Deutsch, McKenzie","FR-1",29.83,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-1.7,"Athena","200","2017","Outdoor"
"McCarthy, Bridget","FR-1",29.89,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","200","2017","Outdoor"
