"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Rich, Alex","SR-4","45.41m","149' 0""","SCIAC Multi-Dual #3","Apr 16, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","45.37m","148' 10""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","45.15m","148' 1""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","45.12m","148' 0""","SCIAC Track & Field Championships","Apr 29, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","44.76m","146' 10""","Rossi Relays","Feb 27, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","44.56m","146' 2""","SCIAC Track & Field Championships","Apr 29, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","44.53m","146' 1""","SCIAC Track & Field Championships","Apr 29, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","44.11m","144' 9""","SCIAC Track & Field Championships","Apr 29, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","44.04m","144' 6""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.60m","143' 0""","Rossi Relays","Feb 27, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.41m","142' 5""","Rossi Relays","Feb 27, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.20m","141' 9""","2016 Oxy Invitational (College/University)","May 7, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.18m","141' 8""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.11m","141' 5""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Stag","DT","2016","Outdoor"
"Rich, Alex","SR-4","43.02m","141' 2""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Stag","DT","2016","Outdoor"
