"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Selva, Kumaran","SO-2","13.44m","44' 1.25""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0.3,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","13.35m","43' 9.75""","Oxy Invitational","May 6, 2023",0,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","13.28m","43' 7""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",0,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","13.19m","43' 3.25""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",0.1,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","13.08m","42' 11""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",-0.7,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","12.99m","42' 7.5""","2023 SCIAC T&F Championships","Apr 29, 2023",1.4,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","12.82m","42' 0.75""","Redlands Invitational (Collegiate)","Mar 17, 2023",1.2,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","12.75m","41' 10""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023",-1.5,"Stag","TJ","2023","Outdoor"
"Selva, Kumaran","SO-2","12.73m","41' 9.25""","Redlands Invitational (Collegiate)","Mar 17, 2023",0,"Stag","TJ","2023","Outdoor"
"Martinez, Joshua","SO-2","12.67m","41' 7""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0,"Stag","TJ","2023","Outdoor"
"Martinez, Joshua","SO-2","12.45m","40' 10.25""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.5,"Stag","TJ","2023","Outdoor"
"Martinez, Joshua","SO-2","12.28m","40' 3.5""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0,"Stag","TJ","2023","Outdoor"
"Martinez, Joshua","SO-2","11.39m","37' 4.5""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023",0.3,"Stag","TJ","2023","Outdoor"
