"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Wagenveld, Michael","FR-1","4.75m","15' 7""","Occidental Invitational (College/University)","May 9, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.61m","15' 1.5""","Bryan Clay Invitational","Apr 17, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.60m","15' 1""","Occidental Invitational (College/University)","May 9, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.50m","14' 9""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.50m","14' 9""","2015 Triton Invitational","Apr 24, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.46m","14' 7.5""","Bryan Clay Invitational","Apr 17, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.41m","14' 5.5""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.40m","14' 5.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.40m","14' 5.25""","Westmont Collegiate Classic","Mar 21, 2015","Stag","PV","2015","Outdoor"
"Bodenbender, Zane","JR-3","4.35m","14' 3.25""","2015 Triton Invitational","Apr 24, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.35m","14' 3.25""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Stag","PV","2015","Outdoor"
"Bodenbender, Zane","JR-3","4.31m","14' 1.75""","Bryan Clay Invitational","Apr 17, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.31m","14' 1.75""","Bryan Clay Invitational","Apr 17, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.30m","14' 1.25""","SCIAC Multi Dual","Mar 7, 2015","Stag","PV","2015","Outdoor"
"Bodenbender, Zane","JR-3","4.30m","14' 1.25""","Occidental Invitational (College/University)","May 9, 2015","Stag","PV","2015","Outdoor"
"Bodenbender, Zane","JR-3","4.26m","13' 11.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","PV","2015","Outdoor"
"Bodenbender, Zane","JR-3","4.26m","13' 11.75""","2015 SCIAC Track & Field Championships","May 1, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.26m","13' 11.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Stag","PV","2015","Outdoor"
"Wagenveld, Michael","FR-1","4.25m","13' 11.25""","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Stag","PV","2015","Outdoor"
