"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Myers, Eric","SR-4","6.88m","22' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.7,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.79m","22' 3.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.9,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.63m","21' 9""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.44m","21' 1.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.43m","21' 1.25""","Redlands Invitational","Mar 15, 2019",-1.9,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.36m","20' 10.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.35m","20' 10""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.9,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.29m","20' 7.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.4,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.28m","20' 7.25""","41st Annual Aztec Open","Mar 21, 2019",2,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.28m","20' 7.25""","Redlands Invitational","Mar 15, 2019",-1,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.25m","20' 6.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.23m","20' 5.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.9,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.20m","20' 4.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-0.2,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.17m","20' 3""","Redlands Invitational","Mar 15, 2019",1.3,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.17m","20' 3""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.16m","20' 2.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.5,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.15m","20' 2.25""","41st Annual Aztec Open","Mar 21, 2019",1.8,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.15m","20' 2.25""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.12m","20' 1""","SCIAC Multi-Dual #2","Mar 30, 2019",-1.2,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.09m","19' 11.75""","Redlands Invitational","Mar 15, 2019",1,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.04m","19' 9.75""","41st Annual Aztec Open","Mar 21, 2019",1,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","6.02m","19' 9""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-0.1,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.02m","19' 9""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","6.02m","19' 9""","41st Annual Aztec Open","Mar 21, 2019",-0.2,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","5.99m","19' 8""","SCIAC Dual Redlands","Mar 2, 2019",-0.3,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.93m","19' 5.5""","Redlands Invitational","Mar 15, 2019",-0.4,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.92m","19' 5.25""","Redlands Invitational","Mar 15, 2019",-0.6,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","5.90m","19' 4.25""","Redlands Invitational","Mar 15, 2019",0.2,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","5.82m","19' 1.25""","SCIAC Dual Redlands","Mar 2, 2019",-2.2,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.82m","19' 1.25""","SCIAC Dual Redlands","Mar 2, 2019",-2.5,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.80m","19' 0.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.79m","19' 0""","SCIAC Dual Redlands","Mar 2, 2019",-1.4,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.78m","18' 11.75""","SCIAC Dual Redlands","Mar 2, 2019",-2.3,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.73m","18' 9.75""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.4,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.67m","18' 7.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.3,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.65m","18' 6.5""","SCIAC Multi-Dual #2","Mar 30, 2019",-1.2,"Stag","LJ","2019","Outdoor"
"Myers, Eric","SR-4","5.62m","18' 5.25""","41st Annual Aztec Open","Mar 21, 2019",0.1,"Stag","LJ","2019","Outdoor"
"Rainaldi, Ross","SO-2","5.57m","18' 3.25""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",1.3,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.57m","18' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.2,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.50m","18' 0.5""","Redlands Invitational","Mar 15, 2019",0,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.37m","17' 7.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.29m","17' 4.25""","41st Annual Aztec Open","Mar 21, 2019",-0.9,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.27m","17' 3.5""","Redlands Invitational","Mar 15, 2019",-0.4,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.23m","17' 2""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.23m","17' 2""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.21m","17' 1.25""","Redlands Invitational","Mar 15, 2019",-0.2,"Stag","LJ","2019","Outdoor"
"Lim, Tse Yang","JR-3","5.11m","16' 9.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.9,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.07m","16' 7.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.6,"Stag","LJ","2019","Outdoor"
"Adolphe, Jacob","SO-2","5.00m","16' 5""","Redlands Invitational","Mar 15, 2019",-1.1,"Stag","LJ","2019","Outdoor"
"Brady, Eamon","SO-2","4.58m","15' 0.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.7,"Stag","LJ","2019","Outdoor"
"Rainaldi, Ross","SO-2","0.12m","0' 4.75""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",0.8,"Stag","LJ","2019","Outdoor"
"Rainaldi, Ross","SO-2","0.10m","0' 4""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",0,"Stag","LJ","2019","Outdoor"
