"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Mann, Mark","SO-2","39.45m","129' 5""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","39.37m","129' 2""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","39.05m","128' 1""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","38.92m","127' 8""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","38.57m","126' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","38.22m","125' 5""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","37.99m","124' 8""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","37.90m","124' 4""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","37.76m","123' 11""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","37.75m","123' 10""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","37.58m","123' 3""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","37.49m","123' 0""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","36.98m","121' 4""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","36.72m","120' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","36.72m","120' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","36.24m","118' 11""","Rossi Relays","Feb 25, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","36.14m","118' 7""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","36.12m","118' 6""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","36.02m","118' 2""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","36.01m","118' 2""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","35.41m","116' 2""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","35.07m","115' 1""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","34.90m","114' 6""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","34.49m","113' 2""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","34.23m","112' 4""","Rossi Relays","Feb 25, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","34.23m","112' 4""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","34.04m","111' 8""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","33.83m","111' 0""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Perrella, Sam","","33.65m","110' 5""","Rossi Relays","Feb 25, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","33.61m","110' 3""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","32.51m","106' 8""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","32.42m","106' 4""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","32.33m","106' 1""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Mann, Mark","SO-2","32.25m","105' 10""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","32.19m","105' 7""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","31.59m","103' 8""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","31.46m","103' 2""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","30.98m","101' 8""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","30.93m","101' 6""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","DT","2012","Outdoor"
"Hobbs, Nicholas","","30.28m","99' 4""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","DT","2012","Outdoor"
