"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Abraham, Tyra","JR-3",11.91,"2017 SCIAC T&F Championships","Apr 28, 2017",0.4,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",11.94,"Bryan Clay Invite","Apr 13, 2017",0.6,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",11.98,"39th Annual Aztec Invitational","Mar 24, 2017",1.8,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12,"NCAA Division III Outdoor Track & Field Championships","May 25, 2017",-0.7,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.15,"2017 Oxy Invitational","May 6, 2017",0.7,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.16,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",-0.8,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.19,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.22,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",0.1,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.24,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.9,"Athena","100","2017","Outdoor"
"Abraham, Tyra","JR-3",12.27,"Rossi Relays","Feb 25, 2017",1.1,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",12.73,"Redlands Invite (Colleges)","Mar 17, 2017",1.3,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",12.89,"2017 SCIAC T&F Championships","Apr 28, 2017",0.4,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",12.97,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","100","2017","Outdoor"
"Mell, Amanda","FR-1",13.03,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","100","2017","Outdoor"
"Stewart, Rebecca","JR-3",13.04,"Redlands Invite (Colleges)","Mar 17, 2017",1.3,"Athena","100","2017","Outdoor"
"Chami, Dani","SO-2",13.1,"Rossi Relays","Feb 25, 2017",1.5,"Athena","100","2017","Outdoor"
"Burk, Ieva","SO-2",13.27,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0.7,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",13.28,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.9,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",13.3,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017",-1.1,"Athena","100","2017","Outdoor"
"Burk, Ieva","SO-2",13.31,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",1.8,"Athena","100","2017","Outdoor"
"Mell, Amanda","FR-1",13.37,"Redlands Invite (Colleges)","Mar 17, 2017",1.3,"Athena","100","2017","Outdoor"
"JonesMitchell, Nirel","FR-1",13.4,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",-0.8,"Athena","100","2017","Outdoor"
"Mell, Amanda","FR-1",13.4,"Rossi Relays","Feb 25, 2017",1.5,"Athena","100","2017","Outdoor"
"Burk, Ieva","SO-2",13.63,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.9,"Athena","100","2017","Outdoor"
"Watanabe, Kelly","FR-1",13.7,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Athena","100","2017","Outdoor"
"Watanabe, Kelly","FR-1",13.8,"Redlands Invite (Colleges)","Mar 17, 2017",1.3,"Athena","100","2017","Outdoor"
"Watanabe, Kelly","FR-1",13.85,"Rossi Relays","Feb 25, 2017",1.4,"Athena","100","2017","Outdoor"
"McCarthy, Bridget","FR-1",14.55,"Rossi Relays","Feb 25, 2017",1.1,"Athena","100","2017","Outdoor"
