"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Willian, Caroline","SR-4","11:11.35","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Msall, Matilda","SO-2","11:45.89","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","3000S","2017","Outdoor"
"Msall, Matilda","SO-2","12:01.77","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","3000S","2017","Outdoor"
"Blevins, Morgan","SO-2","12:07.97","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","3000S","2017","Outdoor"
"Scherer, Georgia","FR-1","12:11.59","2017 SCIAC T&F Championships","Apr 28, 2017","Athena","3000S","2017","Outdoor"
"Msall, Matilda","SO-2","12:23.82","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Msall, Matilda","SO-2","12:24.89","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","3000S","2017","Outdoor"
"Blevins, Morgan","SO-2","12:34.79","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","3000S","2017","Outdoor"
"Scherer, Georgia","FR-1","12:34.87","SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Athena","3000S","2017","Outdoor"
"Han, Amanda","FR-1","12:46.91","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Scherer, Georgia","FR-1","12:53.23","SCIAC Multi-Dual No. 2","Apr 1, 2017","Athena","3000S","2017","Outdoor"
"Kimmerly, Gabriella","FR-1","12:56.65","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Barcklay, Rachel","FR-1","12:57.33","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Choe, Jacqueline","FR-1","13:00.35","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
"Scherer, Georgia","FR-1","13:02.56","SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Athena","3000S","2017","Outdoor"
