"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Williams, Tess","","17:28.88","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","5000","2014","Outdoor"
"Williams, Tess","SO-2","17:33.60","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Athena","5000","2014","Outdoor"
"Blum, Bridget","SO-2","17:37.70","2014 SCIAC T&F Championships","May 3, 2014","Athena","5000","2014","Outdoor"
"Blum, Bridget","SO-2","17:38.07","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Athena","5000","2014","Outdoor"
"Blum, Bridget","","17:42.14","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","5000","2014","Outdoor"
"Blum, Bridget","SO-2","17:42.37","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","5000","2014","Outdoor"
"Williams, Tess","SO-2","17:46.72","2014 SCIAC T&F Championships","May 3, 2014","Athena","5000","2014","Outdoor"
"Barnwell, Allison","SR-4","17:47.61","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Athena","5000","2014","Outdoor"
"Barnwell, Allison","SR-4","17:49.26","2014 SCIAC T&F Championships","May 3, 2014","Athena","5000","2014","Outdoor"
"Barnwell, Allison","SR-4","17:49.71","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","5000","2014","Outdoor"
"Spees, Kaitlyn","SR","17:50.03","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","5000","2014","Outdoor"
"Spees, Kaitlyn","JR-3","18:03.92","2014 SCIAC T&F Championships","May 3, 2014","Athena","5000","2014","Outdoor"
"Spees, Kaitlyn","JR-3","18:05.53","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Athena","5000","2014","Outdoor"
"Williams, Tess","SO-2","18:05.80","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","5000","2014","Outdoor"
"Wu, Taia","JR-3","18:07.79","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","5000","2014","Outdoor"
"Williams, Tess","SO-2","18:07.87","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","5000","2014","Outdoor"
"Williams, Tess","SO-2","18:07.88","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","5000","2014","Outdoor"
"Spees, Kaitlyn","JR-3","18:09.29","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Athena","5000","2014","Outdoor"
