"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Macdonald, Jeff","SR-4",10.93,"Oxy Invitational","May 4, 2013",1.6,"Stag","100","2013","Outdoor"
"Macdonald, Jeff","SR-4",10.93,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.6,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.05,"SCIAC Quad Meet","Apr 6, 2013",-0.4,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.12,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.9,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.14,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.3,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.2,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.2,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.27,"35th SDSU Aztec Invitational","Mar 14, 2013",0.1,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.3,"2013 SCIAC Track & Field Championships","Apr 26, 2013",-0.5,"Stag","100","2013","Outdoor"
"Schneider, Justin","FR-1",11.31,"UCSD Opening Triangular","Feb 16, 2013",0.3,"Stag","100","2013","Outdoor"
"Krall, Alex","FR-1",11.35,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.1,"Stag","100","2013","Outdoor"
"Shannon, Will","FR-1",11.39,"SCIAC Quad Meet","Apr 6, 2013",0.7,"Stag","100","2013","Outdoor"
"Shannon, Will","FR-1",11.4,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.1,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.43,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.9,"Stag","100","2013","Outdoor"
"Shannon, Will","FR-1",11.43,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.4,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.45,"SCIAC Quad Meet","Apr 6, 2013",-0.4,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.46,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",-0.9,"Stag","100","2013","Outdoor"
"Krall, Alex","FR-1",11.46,"Claremont Classic Multi","May 9, 2013",1.1,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.52,"35th SDSU Aztec Invitational","Mar 14, 2013",0.1,"Stag","100","2013","Outdoor"
"Weyerhaeuser, Jake","SR-4",11.58,"UCSD Opening Triangular","Feb 16, 2013",0.3,"Stag","100","2013","Outdoor"
"Thaker, Avi","FR-1",11.9,"SCIAC Quad Meet","Apr 6, 2013",0.1,"Stag","100","2013","Outdoor"
"Rojas, Christopher","FR-1",11.94,"SCIAC Quad Meet","Apr 6, 2013",0.1,"Stag","100","2013","Outdoor"
"Rojas, Christopher","FR-1",11.95,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.9,"Stag","100","2013","Outdoor"
"Thaker, Avi","FR-1",11.96,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.8,"Stag","100","2013","Outdoor"
"Rojas, Christopher","FR-1",11.97,"Rossi Relays","Feb 23, 2013",1.1,"Stag","100","2013","Outdoor"
"Thaker, Avi","FR-1",11.97,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.9,"Stag","100","2013","Outdoor"
"Thaker, Avi","FR-1",11.98,"2013 SCIAC Track & Field Championships","Apr 26, 2013",-0.5,"Stag","100","2013","Outdoor"
"Thaker, Avi","FR-1",12.02,"UCSD Opening Triangular","Feb 16, 2013",0.2,"Stag","100","2013","Outdoor"
"Rojas, Christopher","FR-1",12.02,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",1.5,"Stag","100","2013","Outdoor"
"Rojas, Christopher","FR-1",12.21,"UCSD Opening Triangular","Feb 16, 2013",0.2,"Stag","100","2013","Outdoor"
