"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sealand, Daniel","SR-4","3:46.99","Bryan Clay Invitational","Apr 13, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:47.89","APU Last Chance","May 13, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:49.64","2022 Pomona-Pitzer T&F Invite","Apr 9, 2022","Stag","1500","2022","Outdoor"
"Christensen, Miles","JR-3","3:50.02","Bryan Clay Invitational","Apr 13, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:50.12","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:51.21","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:51.59","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
"Christensen, Miles","JR-3","3:51.65","College/University 2022 Oxy Invitational","May 7, 2022","Stag","1500","2022","Outdoor"
"Christensen, Miles","JR-3","3:52.36","2022 Pomona-Pitzer T&F Invite","Apr 9, 2022","Stag","1500","2022","Outdoor"
"Christensen, Miles","JR-3","3:52.63","APU Last Chance","May 13, 2022","Stag","1500","2022","Outdoor"
"Krasemann, Daniel","SO-2","3:53.84","College/University 2022 Oxy Invitational","May 7, 2022","Stag","1500","2022","Outdoor"
"van Schendel, Kyril","SR-4","3:54.20","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","1500","2022","Outdoor"
"Pick, Oliver","FR-1","3:55.47","2022 Pomona-Pitzer T&F Invite","Apr 9, 2022","Stag","1500","2022","Outdoor"
"Nevens, Noah","JR-3","3:55.60","Bryan Clay Invitational","Apr 13, 2022","Stag","1500","2022","Outdoor"
"Krasemann, Daniel","SO-2","3:55.62","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
"Pick, Oliver","FR-1","3:55.68","College/University 2022 Oxy Invitational","May 7, 2022","Stag","1500","2022","Outdoor"
"Hornung, Gage","SR-4","3:55.80","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","1500","2022","Outdoor"
"Nevens, Noah","JR-3","3:55.83","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
"van Schendel, Kyril","SR-4","3:55.85","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","1500","2022","Outdoor"
"Dettman, Kai","JR-3","3:56.03","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","1500","2022","Outdoor"
"Krasemann, Daniel","SO-2","3:56.35","Bryan Clay Invitational","Apr 13, 2022","Stag","1500","2022","Outdoor"
"Nevens, Noah","JR-3","3:56.77","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
"Steinberg, Stevie","SR-4","3:57.10","SCIAC #1 @ ULV","Mar 5, 2022","Stag","1500","2022","Outdoor"
"Nevens, Noah","JR-3","3:57.12","2022 Pomona-Pitzer T&F Invite","Apr 9, 2022","Stag","1500","2022","Outdoor"
"Nevens, Noah","JR-3","3:57.37","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","1500","2022","Outdoor"
"Christensen, Miles","JR-3","3:57.44","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
"Pick, Oliver","FR-1","3:57.49","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","1500","2022","Outdoor"
"Sealand, Daniel","SR-4","3:57.59","SCIAC #1 @ ULV","Mar 5, 2022","Stag","1500","2022","Outdoor"
"Wilkinson, Adam","SR-4","3:57.66","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Stag","1500","2022","Outdoor"
"Albach, Gus","JR-3","3:57.71","SCIAC Track & Field Championships","Apr 30, 2022","Stag","1500","2022","Outdoor"
