"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Cousins, Heather","FR-1",26.03,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.1,"Athena","200","2013","Outdoor"
"Colton, Reny","SR-4",26.15,"35th SDSU Aztec Invitational","Mar 14, 2013",1.4,"Athena","200","2013","Outdoor"
"Colton, Reny","SR-4",26.28,"2013 SCIAC Track & Field Championships","Apr 26, 2013",1.2,"Athena","200","2013","Outdoor"
"Colton, Reny","SR-4",26.55,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.7,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",26.58,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.9,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",26.69,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",26.76,"SCIAC Quad Meet","Apr 6, 2013",-2.1,"Athena","200","2013","Outdoor"
"Knaub, Madi","SO-2",26.77,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.7,"Athena","200","2013","Outdoor"
"Colton, Reny","SR-4",26.86,"SCIAC Quad Meet","Apr 6, 2013",-2.1,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",26.9,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.7,"Athena","200","2013","Outdoor"
"Knaub, Madi","SO-2",27.09,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.8,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",27.11,"35th SDSU Aztec Invitational","Mar 14, 2013",-0.9,"Athena","200","2013","Outdoor"
"Knaub, Madi","SO-2",27.23,"SCIAC Quad Meet","Apr 6, 2013",-2.1,"Athena","200","2013","Outdoor"
"Arnett, Alexandra","FR-1",27.34,"2013 Pomona-Pitzer T&F Invite","Apr 13, 2013",0.3,"Athena","200","2013","Outdoor"
"Cousins, Heather","FR-1",27.57,"UCSD Opening Triangular","Feb 16, 2013",0.6,"Athena","200","2013","Outdoor"
"Sonnett, Alexandra","SO-2",27.58,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.8,"Athena","200","2013","Outdoor"
"Arnett, Alexandra","FR-1",27.58,"Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",1.9,"Athena","200","2013","Outdoor"
"Sonnett, Alexandra","SO-2",27.7,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0.7,"Athena","200","2013","Outdoor"
"Arnett, Alexandra","FR-1",27.83,"SCIAC Quad Meet","Apr 6, 2013",0.6,"Athena","200","2013","Outdoor"
"Arnett, Alexandra","FR-1",28.06,"35th SDSU Aztec Invitational","Mar 14, 2013",-0.1,"Athena","200","2013","Outdoor"
"Sonnett, Alexandra","SO-2",28.43,"SCIAC Quad Meet","Apr 6, 2013",0.6,"Athena","200","2013","Outdoor"
"Arnett, Alexandra","FR-1",28.44,"UCSD Opening Triangular","Feb 16, 2013",0.6,"Athena","200","2013","Outdoor"
"Knaub, Madi","SO-2",29.12,"Cal Tech SCIAC 3-Way","Mar 2, 2013",0.7,"Athena","200","2013","Outdoor"
"Colton, Reny","SR-4",37.79,"2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Athena","200","2013","Outdoor"
