"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Wong, Matt","SO-2","14.53m","47' 8""","2015 SCIAC Track & Field Championships","May 1, 2015",0.4,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","14.45m","47' 5""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","14.35m","47' 1""","Occidental Invitational (College/University)","May 9, 2015",1.9,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","14.30m","46' 11""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.5,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","14.23m","46' 8.25""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","14.09m","46' 2.75""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","14.08m","46' 2.5""","2015 Triton Invitational","Apr 24, 2015",0.1,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","14.07m","46' 2""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",2,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","14.01m","45' 11.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.2,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","14.01m","45' 11.75""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",1.2,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.95m","45' 9.25""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",0.8,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.93m","45' 8.5""","SCIAC Multi Dual","Mar 7, 2015",1.2,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.90m","45' 7.25""","2015 SCIAC Track & Field Championships","May 1, 2015",-1.4,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.84m","45' 5""","2015 SCIAC Track & Field Championships","May 1, 2015",1.3,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.79m","45' 3""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.5,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.79m","45' 3""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.77m","45' 2.25""","Westmont Collegiate Classic","Mar 21, 2015",0.3,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.69m","44' 11""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.68m","44' 10.75""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.68m","44' 10.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.2,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.64m","44' 9""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",0.6,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.63m","44' 8.75""","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",0.5,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.62m","44' 8.25""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.60m","44' 7.5""","Occidental Invitational (College/University)","May 9, 2015",0,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.59m","44' 7""","SCIAC Multi Dual","Mar 7, 2015",1,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.57m","44' 6.25""","Bryan Clay Invitational","Apr 17, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.57m","44' 6.25""","2015 SCIAC Track & Field Championships","May 1, 2015",-0.9,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.37m","43' 10.5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.2,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.25m","43' 5.75""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",1.4,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.19m","43' 3.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",1.4,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.15m","43' 1.75""","SCIAC Multi Dual","Mar 7, 2015",1.3,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.15m","43' 1.75""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","13.12m","43' 0.5""","Westmont Collegiate Classic","Mar 21, 2015",0,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","13.08m","42' 11""","SCIAC Multi Dual","Mar 7, 2015",1.4,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","13.00m","42' 8""","2015 SCIAC Track & Field Championships","May 1, 2015",0.6,"Stag","TJ","2015","Outdoor"
"Wong, Matt","SO-2","12.95m","42' 6""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-0.3,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","12.87m","42' 2.75""","2015 SCIAC Track & Field Championships","May 1, 2015",-1.1,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","12.84m","42' 1.5""","Occidental Invitational (College/University)","May 9, 2015",1.3,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","12.73m","41' 9.25""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.4,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","12.71m","41' 8.5""","2015 SCIAC Track & Field Championships","May 1, 2015",1.5,"Stag","TJ","2015","Outdoor"
"Van, Cam","SO-2","12.70m","41' 8""","SCIAC Multi Dual","Mar 7, 2015",1.9,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","12.69m","41' 7.75""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0.2,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","12.56m","41' 2.5""","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-0.4,"Stag","TJ","2015","Outdoor"
"Catolico, Davis","FR-1","12.44m","40' 9.75""","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",-0.5,"Stag","TJ","2015","Outdoor"
