"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Campbell, Christian","FR-1",11.03,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.7,"Stag","100","2020","Outdoor"
"Ong, Nicholas","FR-1",11.07,"Rossi Relays","Feb 22, 2020",0.7,"Stag","100","2020","Outdoor"
"Campbell, Christian","FR-1",11.07,"Rossi Relays","Feb 22, 2020",0.7,"Stag","100","2020","Outdoor"
"Ong, Nicholas","FR-1",11.17,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.7,"Stag","100","2020","Outdoor"
"Williams, Quincey","FR-1",11.3,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.7,"Stag","100","2020","Outdoor"
"Williams, Quincey","FR-1",11.32,"Rossi Relays","Feb 22, 2020",1.8,"Stag","100","2020","Outdoor"
"Sojico, Henry","JR-3",11.33,"Rossi Relays","Feb 22, 2020",1.8,"Stag","100","2020","Outdoor"
"Adolphe, Jacob","JR-3",11.37,"Rossi Relays","Feb 22, 2020",1.8,"Stag","100","2020","Outdoor"
"Sojico, Henry","JR-3",11.37,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.7,"Stag","100","2020","Outdoor"
"Adolphe, Jacob","JR-3",11.4,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",1.2,"Stag","100","2020","Outdoor"
"Williams, Quincey","FR-1",11.4,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.7,"Stag","100","2020","Outdoor"
"LaRovere, Christopher","SO-2",11.54,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.4,"Stag","100","2020","Outdoor"
"LaRovere, Christopher","SO-2",11.6,"Rossi Relays","Feb 22, 2020",1.8,"Stag","100","2020","Outdoor"
