"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"DelVecchio, Caroline","JR-3","1.55m","5' 1""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.55m","5' 1""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.55m","5' 1""","College/University 2022 Oxy Invitational","May 7, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.55m","5' 1""","Westmont Collegiate Classic","Mar 26, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.52m","4' 11.75""","APU Last Chance","May 13, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.52m","4' 11.75""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","Westmont Collegiate Classic","Mar 26, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.50m","4' 11""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.50m","4' 11""","College/University 2022 Oxy Invitational","May 7, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.50m","4' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.50m","4' 11""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.47m","4' 9.75""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.47m","4' 9.75""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.47m","4' 9.75""","25th Rossi Relays","Feb 26, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.47m","4' 9.75""","APU Last Chance","May 13, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","College/University 2022 Oxy Invitational","May 7, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","Westmont Collegiate Classic","Mar 26, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.45m","4' 9""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.45m","4' 9""","Westmont Collegiate Classic","Mar 26, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.45m","4' 9""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.45m","4' 9""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.45m","4' 9""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.45m","4' 9""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","HJ","2022","Outdoor"
"Rogers, Simone","FR-1","1.42m","4' 7.75""","25th Rossi Relays","Feb 26, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.42m","4' 7.75""","SCIAC Track & Field Championships","Apr 30, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.40m","4' 7""","SCIAC #1 @ ULV","Mar 5, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.40m","4' 7""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.40m","4' 7""","Westmont Collegiate Classic","Mar 26, 2022","Athena","HJ","2022","Outdoor"
"DelVecchio, Caroline","JR-3","1.40m","4' 7""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Athena","HJ","2022","Outdoor"
