"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Steinberg, Stevie","SR-4","14:15.36","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Pick, Henry","JR-3","14:15.92","2022 Redlands Final Qualifier","May 18, 2022","Stag","5000","2022","Outdoor"
"Pick, Henry","JR-3","14:20.80","SCIAC Track & Field Championships","Apr 30, 2022","Stag","5000","2022","Outdoor"
"Pick, Henry","JR-3","14:31.40","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","5000","2022","Outdoor"
"Pick, Henry","JR-3","14:32.49","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","5000","2022","Outdoor"
"Steinberg, Stevie","SR-4","14:32.58","SCIAC Track & Field Championships","Apr 30, 2022","Stag","5000","2022","Outdoor"
"van Schendel, Kyril","SR-4","14:34.95","Bryan Clay Invitational","Apr 13, 2022","Stag","5000","2022","Outdoor"
"van Schendel, Kyril","SR-4","14:36.65","SCIAC Track & Field Championships","Apr 30, 2022","Stag","5000","2022","Outdoor"
"van Schendel, Kyril","SR-4","14:37.67","College/University 2022 Oxy Invitational","May 7, 2022","Stag","5000","2022","Outdoor"
"Sealand, Daniel","SR-4","14:38.63","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Wilkinson, Adam","SR-4","14:42.72","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"van Schendel, Kyril","SR-4","14:42.94","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Taubenheim, Nicholas","FR-1","14:47.73","Bryan Clay Invitational","Apr 13, 2022","Stag","5000","2022","Outdoor"
"Albach, Gus","JR-3","14:47.76","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Pick, Oliver","FR-1","14:48.36","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Hornung, Gage","SR-4","14:51.18","College/University 2022 Oxy Invitational","May 7, 2022","Stag","5000","2022","Outdoor"
"Steinberg, Stevie","SR-4","14:54.53","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","5000","2022","Outdoor"
"Kimball, Will","SR-4","14:55.04","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Taubenheim, Nicholas","FR-1","14:56.79","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Krasemann, Daniel","SO-2","14:57.71","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Stag","5000","2022","Outdoor"
"Hornung, Gage","SR-4","15:00.32","Bryan Clay Invitational","Apr 13, 2022","Stag","5000","2022","Outdoor"
"Steinberg, Stevie","SR-4","15:01.78","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","5000","2022","Outdoor"
