"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Ives, Wilson","JR-3","3:54.05","Bryan Clay Invitational","Apr 17, 2019","Stag","1500","2019","Outdoor"
"Christensen, Miles","FR-1","3:54.52","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","3:54.58","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","3:55.14","Bryan Clay Invitational","Apr 17, 2019","Stag","1500","2019","Outdoor"
"Sealand, Daniel","SO-2","3:55.24","Bryan Clay Invitational","Apr 17, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","3:55.30","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","1500","2019","Outdoor"
"Hassman, Evan","SO-2","3:56.61","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Christensen, Miles","FR-1","3:56.78","SCIAC Dual Redlands","Mar 2, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","3:57.10","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Steinberg, Stevie","SO-2","3:57.26","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","3:57.49","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","3:57.68","41st Annual Aztec Invitational","Mar 22, 2019","Stag","1500","2019","Outdoor"
"Sealand, Daniel","SO-2","3:58.18","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","3:59.33","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Christensen, Miles","FR-1","3:59.60","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","1500","2019","Outdoor"
"Steinberg, Stevie","SO-2","4:00.79","Redlands Invitational","Mar 15, 2019","Stag","1500","2019","Outdoor"
"van Schendel, Kyril","FR-1","4:01.07","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","4:01.07","SCIAC Dual Redlands","Mar 2, 2019","Stag","1500","2019","Outdoor"
"Steinberg, Stevie","SO-2","4:01.22","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","1500","2019","Outdoor"
"Hassman, Evan","SO-2","4:01.85","41st Annual Aztec Open","Mar 21, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","4:02.33","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","1500","2019","Outdoor"
"Sealand, Daniel","SO-2","4:04.56","41st Annual Aztec Open","Mar 21, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","4:04.71","SCIAC Dual Redlands","Mar 2, 2019","Stag","1500","2019","Outdoor"
"van Schendel, Kyril","FR-1","4:05.11","Redlands Invitational","Mar 15, 2019","Stag","1500","2019","Outdoor"
"Kimball, Will","SO-2","4:05.49","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","1500","2019","Outdoor"
"Iten, Ben","SR-4","4:06.34","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","1500","2019","Outdoor"
"Wilkinson, Adam","FR-1","4:06.92","Redlands Invitational","Mar 15, 2019","Stag","1500","2019","Outdoor"
"Sealand, Daniel","SO-2","4:07.53","2019 Oxy Invitational","May 11, 2019","Stag","1500","2019","Outdoor"
"Sealand, Daniel","SO-2","4:08.44","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","1500","2019","Outdoor"
"Ives, Wilson","JR-3","4:08.50","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","1500","2019","Outdoor"
"Kimball, Will","SO-2","4:09.39","Redlands Invitational","Mar 15, 2019","Stag","1500","2019","Outdoor"
