"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Berkley, Ellen","SR-4","10:59.22","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:04.14","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:06.42","Bryan Clay Invitational","Apr 19, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:08.79","40th Annual Aztec Open","Mar 23, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:10.11","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:18.12","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","3000S","2018","Outdoor"
"Berkley, Ellen","SR-4","11:22.84","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","3000S","2018","Outdoor"
"Scherer, Georgia","SO-2","11:43.15","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","3000S","2018","Outdoor"
"Scherer, Georgia","SO-2","11:49.68","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","3000S","2018","Outdoor"
"Scherer, Georgia","SO-2","11:57.60","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","3000S","2018","Outdoor"
"Scherer, Georgia","SO-2","11:59.06","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","3000S","2018","Outdoor"
"McVay, Jackie","FR-1","12:01.66","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","3000S","2018","Outdoor"
"Scherer, Georgia","SO-2","12:07.34","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","3000S","2018","Outdoor"
"McVay, Jackie","FR-1","12:09.62","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Athena","3000S","2018","Outdoor"
"McVay, Jackie","FR-1","12:15.46","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","3000S","2018","Outdoor"
