"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Estrada, Justin","FR-1",49.02,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",49.63,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Estrada, Justin","FR-1",50.09,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",50.25,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",50.5,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","400","2017","Outdoor"
"Estrada, Justin","FR-1",50.58,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","400","2017","Outdoor"
"Estrada, Justin","FR-1",50.6,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",50.65,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",50.68,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",50.76,"Redlands Invite (Colleges)","Mar 17, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",50.82,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",50.83,"Redlands Invite (Colleges)","Mar 17, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",50.93,"SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","400","2017","Outdoor"
"Klain, Daniel","FR-1",50.96,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","400","2017","Outdoor"
"Klain, Daniel","FR-1",51.04,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Estrada, Justin","FR-1",51.25,"Redlands Invite (Colleges)","Mar 17, 2017","Stag","400","2017","Outdoor"
"Finley, Cameron","FR-1",51.59,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","400","2017","Outdoor"
"Klain, Daniel","FR-1",52.11,"Redlands Invite (Colleges)","Mar 17, 2017","Stag","400","2017","Outdoor"
"Klain, Daniel","FR-1",52.32,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",53.02,"SCIAC Multi-Dual No. 2","Apr 1, 2017","Stag","400","2017","Outdoor"
"Guillory, Matthew","SO-2",53.88,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Fernandez, Alisandro","FR-1",54.16,"2017 SCIAC T&F Championships","Apr 28, 2017","Stag","400","2017","Outdoor"
"Fernandez, Alisandro","FR-1",54.52,"2017 Pomona-Pitzer T&F Invite","Apr 8, 2017","Stag","400","2017","Outdoor"
"Fernandez, Alisandro","FR-1",54.63,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017","Stag","400","2017","Outdoor"
"Fernandez, Alisandro","FR-1",56.13,"Redlands Invite (Colleges)","Mar 17, 2017","Stag","400","2017","Outdoor"
