"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Harmon, Riley","SR-4","10:56.44","SCIAC Track & Field Championships","Apr 30, 2022","Athena","3000S","2022","Outdoor"
"Harmon, Riley","SR-4","10:58.75","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Athena","3000S","2022","Outdoor"
"Harmon, Riley","SR-4","11:08.15","SCIAC #1 @ ULV","Mar 5, 2022","Athena","3000S","2022","Outdoor"
"Gitlin, Sophie","SR-4","11:39.30","SCIAC Track & Field Championships","Apr 30, 2022","Athena","3000S","2022","Outdoor"
"Taylor, Chloe","SR-4","11:41.01","SCIAC Track & Field Championships","Apr 30, 2022","Athena","3000S","2022","Outdoor"
"Gushue, Angela","FR-1","11:49.48","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","3000S","2022","Outdoor"
"Taylor, Chloe","SR-4","11:49.62","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022","Athena","3000S","2022","Outdoor"
"Taylor, Chloe","SR-4","11:50.04","College/University 2022 Oxy Invitational","May 7, 2022","Athena","3000S","2022","Outdoor"
"Gushue, Angela","FR-1","11:55.13","SCIAC Track & Field Championships","Apr 30, 2022","Athena","3000S","2022","Outdoor"
"Gushue, Angela","FR-1","12:03.91","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Athena","3000S","2022","Outdoor"
"Gushue, Angela","FR-1","12:04.01","SCIAC #1 @ ULV","Mar 5, 2022","Athena","3000S","2022","Outdoor"
"Weaver, Hannah","SO-2","12:29.63","2022 Occidental Distance Carnival and Spring Break Classic","Mar 12, 2022","Athena","3000S","2022","Outdoor"
"Weaver, Hannah","SO-2","12:42.03","SCIAC Track & Field Championships","Apr 30, 2022","Athena","3000S","2022","Outdoor"
"Weaver, Hannah","SO-2","12:42.17","SCIAC #1 @ ULV","Mar 5, 2022","Athena","3000S","2022","Outdoor"
"Hughes, Amber","SO-2","14:13.82","SCIAC #1 @ ULV","Mar 5, 2022","Athena","3000S","2022","Outdoor"
