Athlete,Year,Mark,Conv,Meet,Meet_Date,Team,Event,Season,Location
"Guang, Bonny",SO-2,41.65,"136' 8""",Cal Lu - CMS - La Verne - Whittier,"Mar 6, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,41.16,"135' 0""",Rossi Relays,"Feb 27, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,40.93,"134' 3""",SCIAC Quad Meet,"Apr 17, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,39.02,"128' 0""",SCIAC Championships,"Apr 30, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,38.74,"127' 1""",SCIAC Championships,"Apr 30, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,38.23,"125' 5""",SCIAC Championships,"Apr 30, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,37.91,"124' 4""",SCIAC Championships,"Apr 30, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,37.61,"123' 5""",2010 Pomona-Pitzer Track & Field Invite (Invited Colleges),"Apr 10, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,37.34,"122' 6""",Redlands-CMS-CLU-CIT Quad Meet,"Apr 3, 2010",Athena,HT,2010,Outdoor
"Guang, Bonny",SO-2,31.34,"102' 10""",Spring Break Classic,"Mar 20, 2010",Athena,HT,2010,Outdoor
"Berliant, Taylor",JR-3,61.01,"200' 2""",SCIAC Quad Meet,"Apr 17, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,61,"200' 1""",Oxy Invitational,"May 8, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,59.87,"196' 5""",4 Way Scoring Meet,"Feb 20, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,59.6,"195' 6""",SCIAC Championships,"Apr 30, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,59.6,"195' 6""",Cal Lu - CMS - La Verne - Whittier,"Mar 6, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,59.42,"194' 11""",SCIAC Championships,"Apr 30, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,58.94,"193' 4""",2010 Pomona-Pitzer Track & Field Invite (Invited Colleges),"Apr 10, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,58.09,"190' 7""",Redlands-CMS-CLU-CIT Quad Meet,"Apr 3, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,58.04,"190' 5""",Cal/Nevada Collegiate Championship,"Mar 27, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,57.85,"189' 9""",Rossi Relays,"Feb 27, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,57.42,"188' 5""",Spring Break Classic,"Mar 20, 2010",Stag,HT,2010,Outdoor
"Berliant, Taylor",JR-3,56.63,"185' 9""",SCIAC Championships,"Apr 30, 2010",Stag,HT,2010,Outdoor
