"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Christensen, Miles","FR-1","14:24.67","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Christensen, Miles","FR-1","14:28.64","Bryan Clay Invitational","Apr 17, 2019","Stag","5000","2019","Outdoor"
"Christensen, Miles","FR-1","14:42.67","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Steinberg, Stevie","SO-2","14:46.34","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Ives, Wilson","JR-3","14:55.19","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Steinberg, Stevie","SO-2","15:01.20","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"van Schendel, Kyril","FR-1","15:01.98","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Wilkinson, Adam","FR-1","15:03.61","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"van Schendel, Kyril","FR-1","15:05.45","Bryan Clay Invitational","Apr 17, 2019","Stag","5000","2019","Outdoor"
"van Schendel, Kyril","FR-1","15:06.24","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"D'Anieri, Thomas","JR-3","15:07.36","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Iten, Ben","SR-4","15:07.91","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Wilkinson, Adam","FR-1","15:11.18","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Kimball, Will","SO-2","15:18.10","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Fleming, Thomas","FR-1","15:18.29","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Hassman, Evan","SO-2","15:18.38","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Kimball, Will","SO-2","15:18.49","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Wilkinson, Adam","FR-1","15:19.30","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Steinberg, Stevie","SO-2","15:28.15","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Fleming, Thomas","FR-1","15:28.93","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","5000","2019","Outdoor"
"Christensen, Miles","FR-1","15:35.45","NCAA Division III Outdoor Track & Field Championships","May 23, 2019","Stag","5000","2019","Outdoor"
"van Schendel, Kyril","FR-1","15:40.46","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Jensen, Garrick","FR-1","15:40.65","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Fleming, Thomas","FR-1","15:41.84","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","5000","2019","Outdoor"
"Fleming, Thomas","FR-1","15:42.36","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Sealand, Daniel","SO-2","15:44.43","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Harris, Charlie","SR-4","15:45.84","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Komoriya, Kaito","FR-1","15:53.51","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Natarajan, Arjun","SO-2","15:53.90","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Fleming, Thomas","FR-1","16:01.26","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Jensen, Garrick","FR-1","16:02.41","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Harris, Charlie","SR-4","16:05.07","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","5000","2019","Outdoor"
"Komoriya, Kaito","FR-1","16:07.01","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Harris, Charlie","SR-4","16:09.85","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","5000","2019","Outdoor"
"Ostrander, Luke","SO-2","16:14.84","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Mountain, Bennett","SO-2","16:17.80","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Ostrander, Luke","SO-2","16:19.79","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","5000","2019","Outdoor"
"Ostrander, Luke","SO-2","16:20.24","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","5000","2019","Outdoor"
"Psaltakis, Matt","SR-4","16:23.07","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Harris, Charlie","SR-4","16:23.31","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Psaltakis, Matt","SR-4","16:23.57","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Jensen, Garrick","FR-1","16:27.11","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","5000","2019","Outdoor"
"Psaltakis, Matt","SR-4","16:30.26","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","5000","2019","Outdoor"
"Adams, Colin","SR-4","16:31.88","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Stag","5000","2019","Outdoor"
"Psaltakis, Matt","SR-4","16:32.32","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","5000","2019","Outdoor"
"Adams, Colin","SR-4","16:39.92","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","5000","2019","Outdoor"
"Jensen, Garrick","FR-1","16:41.22","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","5000","2019","Outdoor"
"Ostrander, Luke","SO-2","16:48.75","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
"Schulze, Adam","SR-4","17:03.82","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","5000","2019","Outdoor"
"Psaltakis, Matt","SR-4","17:15.41","SCIAC Dual Redlands","Mar 2, 2019","Stag","5000","2019","Outdoor"
