"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Warner, Kenneth","SO-2",11.15,"SCIAC Quad Meet 3","Apr 7, 2012",1.7,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.2,"SCIAC Quad Meet 3","Apr 7, 2012",1.7,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.21,"Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.2,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.28,"2012 Pomona-Pitzer T&F Invite","Apr 14, 2012",0.7,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.32,"SDSU Aztec Track & Field Invitational","Mar 15, 2012",0,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.33,"2012 Cal-Nevada Championships","Mar 31, 2012",0.7,"Stag","100","2012","Outdoor"
"Warner, Kenneth","SO-2",11.45,"UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.6,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.5,"SCIAC 5 Way Meet Calu","Mar 24, 2012",-2.8,"Stag","100","2012","Outdoor"
"Taylor, David","JR-3",11.58,"SDSU Aztec Track & Field Invitational","Mar 15, 2012",0,"Stag","100","2012","Outdoor"
"Weyerhaeuser, Jake","",11.59,"UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.6,"Stag","100","2012","Outdoor"
"Davis, Ari","",11.78,"Rossi Relays","Feb 25, 2012",1.9,"Stag","100","2012","Outdoor"
