"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Myers, Eric","JR-3","6.81m","22' 4.25""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.2,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.76m","22' 2.25""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.5,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.64m","21' 9.5""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.9,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.62m","21' 8.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.3,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.61m","21' 8.25""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-0.2,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.60m","21' 8""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",0.7,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.54m","21' 5.5""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0.6,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.52m","21' 4.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-0.9,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.49m","21' 3.5""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0.5,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.47m","21' 2.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.5,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.45m","21' 2""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",-1.2,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.41m","21' 0.5""","Titan Twilight","May 5, 2018",0.3,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.37m","20' 10.75""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",0,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.36m","20' 10.5""","Titan Twilight","May 5, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","6.32m","20' 9""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.6,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","6.29m","20' 7.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.28m","20' 7.25""","Titan Twilight","May 5, 2018",1.1,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.26m","20' 6.5""","SCIAC Multi-Dual #1","Mar 3, 2018",1.6,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.25m","20' 6.25""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",-1.5,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.24m","20' 5.75""","Titan Twilight","May 5, 2018",-0.6,"Stag","LJ","2018","Outdoor"
"Brady, Eamon","FR-1","6.23m","20' 5.25""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.2,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","6.20m","20' 4.25""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.19m","20' 3.75""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","6.04m","19' 9.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","6.03m","19' 9.5""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","LJ","2018","Outdoor"
"Myers, Eric","JR-3","6.00m","19' 8.25""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.3,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.99m","19' 8""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.96m","19' 6.75""","Titan Twilight","May 5, 2018",-1.4,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.94m","19' 6""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","LJ","2018","Outdoor"
"Lim, Tse Yang","SO-2","5.91m","19' 4.75""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","LJ","2018","Outdoor"
"Brady, Eamon","FR-1","5.91m","19' 4.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-0.6,"Stag","LJ","2018","Outdoor"
"Lim, Tse Yang","SO-2","5.89m","19' 4""","SCIAC Multi-Dual #1","Mar 3, 2018",1.2,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.87m","19' 3.25""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.86m","19' 2.75""","Titan Twilight","May 5, 2018",0,"Stag","LJ","2018","Outdoor"
"Lim, Tse Yang","SO-2","5.83m","19' 1.5""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","LJ","2018","Outdoor"
"Catolico, Davis","SR-4","5.83m","19' 1.5""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018",0.3,"Stag","LJ","2018","Outdoor"
