"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Knaub, Madi","SR-4",25.21,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.3,"Athena","200","2015","Outdoor"
"Knaub, Madi","SR-4",25.25,"2015 SCIAC Track & Field Championships","May 1, 2015",1.4,"Athena","200","2015","Outdoor"
"Knaub, Madi","SR-4",25.29,"2015 SCIAC Track & Field Championships","May 1, 2015",0.3,"Athena","200","2015","Outdoor"
"Abraham, Tyra","FR-1",25.48,"2015 SCIAC Track & Field Championships","May 1, 2015",0.3,"Athena","200","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",25.48,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.9,"Athena","200","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",25.6,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.3,"Athena","200","2015","Outdoor"
"Abraham, Tyra","FR-1",25.63,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.3,"Athena","200","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",25.86,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0,"Athena","200","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",25.87,"Westmont Collegiate Classic","Mar 21, 2015",0,"Athena","200","2015","Outdoor"
"Cameron-Lewis, Aiyanna","FR-1",25.91,"2015 SCIAC Track & Field Championships","May 1, 2015",0.3,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.04,"2015 SCIAC Track & Field Championships","May 1, 2015",0.3,"Athena","200","2015","Outdoor"
"Tarleton, Hanna","SO-2",26.06,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",0.3,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.14,"Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015",1.3,"Athena","200","2015","Outdoor"
"Tarleton, Hanna","SO-2",26.18,"Westmont Collegiate Classic","Mar 21, 2015",0,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.18,"2015 SCIAC Track & Field Championships","May 1, 2015",0.3,"Athena","200","2015","Outdoor"
"Hollshwandner, Amy","SO-2",26.3,"Claremont Classic Multi","May 7, 2015",1.3,"Athena","200","2015","Outdoor"
"Abraham, Tyra","FR-1",26.38,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.52,"2015 Triton Invitational","Apr 24, 2015",-1.7,"Athena","200","2015","Outdoor"
"Abraham, Tyra","FR-1",26.57,"Westmont Collegiate Classic","Mar 21, 2015",0,"Athena","200","2015","Outdoor"
"Hollshwandner, Amy","SO-2",26.66,"Westmont Collegiate Classic","Mar 21, 2015",0,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.75,"SCIAC Multi Dual","Mar 7, 2015",1.8,"Athena","200","2015","Outdoor"
"Jablonski, Brina","FR-1",26.95,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",0,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",27.52,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",0.6,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",27.93,"Bryan Clay Invitational","Apr 17, 2015",1.7,"Athena","200","2015","Outdoor"
"Woods, Laura","FR-1",27.97,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.9,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",28.01,"2015 SCIAC Track & Field Championships","May 1, 2015",-0.9,"Athena","200","2015","Outdoor"
"Woods, Laura","FR-1",28.04,"Bryan Clay Invitational","Apr 17, 2015",1.2,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",28.11,"Westmont Collegiate Classic","Mar 21, 2015",0,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",28.14,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-0.6,"Athena","200","2015","Outdoor"
"Monahan, Stephanie","SO-2",28.2,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",0.7,"Athena","200","2015","Outdoor"
"Woods, Laura","FR-1",28.62,"2015 Pomona-Pitzer T&F Invite","Apr 4, 2015",-0.1,"Athena","200","2015","Outdoor"
"Woods, Laura","FR-1",29.14,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-0.6,"Athena","200","2015","Outdoor"
"Woods, Laura","FR-1",29.45,"Westmont Collegiate Classic","Mar 21, 2015",1,"Athena","200","2015","Outdoor"
"Liu, Mira","FR-1",30.1,"Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015",-0.6,"Athena","200","2015","Outdoor"
"Liu, Mira","FR-1",30.42,"2015 Pomona-Pitzer All Comers","Feb 21, 2015",0.7,"Athena","200","2015","Outdoor"
