"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hansen, Kyle","","6.63m","21' 9""","SCIAC Championships","Apr 30, 2010",1.5,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.63m","21' 9""","SCIAC Quad Meet","Apr 17, 2010",1.4,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.54m","21' 5.5""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0.9,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.51m","21' 4.25""","SCIAC Championships","Apr 30, 2010",1.2,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.51m","21' 4.25""","SCIAC Championships","Apr 30, 2010",0.2,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.50m","21' 4""","SCIAC Championships","Apr 30, 2010",-0.9,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.48m","21' 3.25""","SCIAC Championships","Apr 30, 2010",-0.1,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.47m","21' 2.75""","SCIAC Championships","Apr 30, 2010",1.7,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.46m","21' 2.5""","SCIAC Quad Meet","Apr 17, 2010",1.6,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.44m","21' 1.5""","SCIAC Championships","Apr 30, 2010",-1.1,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.42m","21' 0.75""","4 Way Scoring Meet","Feb 20, 2010",1.5,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.40m","21' 0""","CSUN Multi's","Mar 18, 2010",0,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.39m","20' 11.75""","CSUN Multi's","Mar 18, 2010",0.9,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.34m","20' 9.75""","Rossi Relays","Feb 27, 2010",0,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.34m","20' 9.75""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",1.3,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.32m","20' 9""","4 Way Scoring Meet","Feb 20, 2010",1.4,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.18m","20' 3.5""","Spring Break Classic","Mar 20, 2010",0.3,"Stag","LJ","2010","Outdoor"
"Hansen, Kyle","","6.18m","20' 3.5""","Rossi Relays","Feb 27, 2010",0.3,"Stag","LJ","2010","Outdoor"
"Pittman, Ryan","SR-4","6.14m","20' 1.75""","CSUN Multi's","Mar 18, 2010",-0.7,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.95m","19' 6.25""","SCIAC Championships","Apr 30, 2010",1.7,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.57m","18' 3.25""","SCIAC Quad Meet","Apr 17, 2010",0,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.44m","17' 10.25""","Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",1.5,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.27m","17' 3.5""","Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",0.9,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.11m","16' 9.25""","Rossi Relays","Feb 27, 2010",0,"Stag","LJ","2010","Outdoor"
"Cheung, Jeremy","SO-2","5.09m","16' 8.5""","4 Way Scoring Meet","Feb 20, 2010",0.7,"Stag","LJ","2010","Outdoor"
