"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hansen, Kyle","SR-4","13.10m","42' 11.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1.5,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.93m","42' 5.25""","Rossi Relays","Feb 23, 2013",1.4,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.92m","42' 4.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1.7,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.91m","42' 4.25""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0.3,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.87m","42' 2.75""","Rossi Relays","Feb 23, 2013",1.7,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.85m","42' 2""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.74m","41' 9.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",1.3,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.71m","41' 8.5""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",0.4,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.59m","41' 3.75""","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013",0.9,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.50m","41' 0.25""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","12.39m","40' 7.75""","2013 SCIAC Track & Field Championships","Apr 26, 2013",0,"Stag","TJ","2013","Outdoor"
"Sova, Andrew","FR-1","11.95m","39' 2.5""","Cal Tech SCIAC 3-Way","Mar 2, 2013",0.6,"Stag","TJ","2013","Outdoor"
"Hansen, Kyle","SR-4","11.62m","38' 1.5""","Rossi Relays","Feb 23, 2013",1.8,"Stag","TJ","2013","Outdoor"
"Sova, Andrew","FR-1","11.27m","36' 11.75""","Rossi Relays","Feb 23, 2013",1.3,"Stag","TJ","2013","Outdoor"
