"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"O'Keefe, Meg",NA,"1:02.53","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:03.38","CSULA Last Chance Qualifier","May 12, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:04.86","NCAA Division III Outdoor Track & Field Championships","May 24, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:05.27","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:05.39","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:05.55","SCIAC Quad Meet 3","Apr 7, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:05.78","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:06.00","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:06.40","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","400H","2012","Outdoor"
"Miller, Cora",NA,"1:06.58","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:06.92","CSULA Last Chance Qualifier","May 12, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:07.42","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"Miller, Cora",NA,"1:07.90","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"Miller, Cora",NA,"1:08.21","SCIAC Quad Meet 3","Apr 7, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:08.50","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:08.78","SCIAC Quad Meet 3","Apr 7, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:10.10","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","400H","2012","Outdoor"
"Miller, Cora",NA,"1:12.38","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","400H","2012","Outdoor"
"Lewis, Rose",NA,"1:13.38","Rossi Relays","Feb 25, 2012","Athena","400H","2012","Outdoor"
"O'Keefe, Meg",NA,"1:13.62","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","400H","2012","Outdoor"
"Kroll, Jackie",NA,"1:24.01","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","400H","2012","Outdoor"
