"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Stewart, Rebecca","SR-4","1:08.44","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","400H","2018","Outdoor"
"Stewart, Rebecca","SR-4","1:08.60","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","SO-2","1:09.67","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","SO-2","1:09.71","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","FR-1","1:09.78","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","400H","2018","Outdoor"
"Droof, Julia","FR-1","1:10.29","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","SO-2","1:10.56","Redlands Invitational","Mar 16, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","SO-2","1:10.94","22nd Rossi Relays","Feb 24, 2018","Athena","400H","2018","Outdoor"
"Miller, Mati","FR-1","1:11.27","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","400H","2018","Outdoor"
"Droof, Julia","FR-1","1:11.58","22nd Rossi Relays","Feb 24, 2018","Athena","400H","2018","Outdoor"
"Miller, Mati","FR-1","1:11.78","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","400H","2018","Outdoor"
"Stewart, Rebecca","SR-4","1:11.86","22nd Rossi Relays","Feb 24, 2018","Athena","400H","2018","Outdoor"
"Miller, Mati","FR-1","1:14.85","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","400H","2018","Outdoor"
"McCarthy, Bridget","SO-2","1:18.64","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","400H","2018","Outdoor"
