"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Steinberg, Stevie","JR-3","8:38.14","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"van Schendel, Kyril","SO-2","8:43.75","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Albach, Gus","FR-1","8:46.53","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Wilkinson, Adam","SO-2","8:47.39","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Hornung, Gage","JR-3","8:51.78","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Pick, Henry","FR-1","8:53.59","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Wallace, Will","FR-1","8:53.73","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Fleming, Thomas","SO-2","9:08.73","Rossi Relays","Feb 22, 2020","Stag","3000","2020","Outdoor"
"Krasemann, Daniel","FR-1","9:12.95","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Grijalva, Alekzander","FR-1","9:14.47","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Fleming, Thomas","SO-2","9:14.73","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Komoriya, Kaito","SO-2","9:15.02","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Jensen, Garrick","SO-2","9:15.10","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"O'Neill, Declan","FR-1","9:17.25","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Natarajan, Arjun","SO-2","9:21.15","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
"Sogal, Mihira","FR-1","9:36.23","Rossi Relays","Feb 22, 2020","Stag","3000","2020","Outdoor"
"Sogal, Mihira","FR-1","9:40.13","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Stag","3000","2020","Outdoor"
